연도,회차,추첨일자,1등 당첨게임 수,1등 1게임당 당첨금액,2등 당첨게임 수,2등 1게임당 당첨금액,3등 당첨게임 수,3등 1게임당 당첨금액,4등 당첨게임 수,4등 1게임당 당첨금액,5등 당첨게임 수,5등 1게임당 당첨금액,1,2,3,4,5,6,보너스,총판매금액,이월여부
2013,540 ,2013.4.6,7,"1,989,365,250",26,"89,266,390","1,409","1,647,216","72,629","50,000","1,234,194","5,000",3,12,13,15,34,36,14,56739658000 ,0
2013,539 ,2013.3.30,9,"1,621,036,667",42,"57,894,167","1,519","1,600,761","75,592","50,000","1,270,479","5,000",3,19,22,31,42,43,26,59168870000 ,0
2013,538 ,2013.3.23,3,"4,688,021,625",48,"48,833,559","1,724","1,359,636","82,529","50,000","1,347,630","5,000",6,10,18,31,32,34,11,59233373000 ,0
2013,537 ,2013.3.16,7,"2,104,038,911",35,"70,134,631","1,444","1,699,940","75,265","50,000","1,265,143","5,000",12,23,26,30,36,43,11,59453323000 ,0
2013,536 ,2013.3.9,11,"1,308,523,603",40,"59,973,999","1,676","1,431,361","80,139","50,000","1,336,621","5,000",7,8,18,32,37,43,12,59763469000 ,0
2013,535 ,2013.3.2,3,"4,935,603,000",31,"79,606,500","1,512","1,632,144","76,742","50,000","1,336,486","5,000",11,12,14,15,18,39,34,60523884000 ,0
2013,534 ,2013.2.23,1,"14,215,763,250",55,"43,078,071","1,537","1,541,506","79,943","50,000","1,332,446","5,000",10,24,26,29,37,38,32,59227462000 ,0
2013,533 ,2013.2.16,8,"1,785,671,579",44,"54,111,260","1,517","1,569,477","78,509","50,000","1,333,013","5,000",9,14,15,17,31,33,23,59275357000 ,0
2013,532 ,2013.2.9,7,"2,216,896,286",26,"99,476,116","1,480","1,747,554","74,186","50,000","1,288,672","5,000",16,17,23,24,29,44,3,61687384000 ,0
2013,531 ,2013.2.2,9,"1,521,519,750",42,"54,339,992","1,618","1,410,557","78,757","50,000","1,317,489","5,000",1,5,9,21,27,35,45,57567064000 ,0
2013,530 ,2013.1.26,11,"1,231,656,239",40,"56,450,911","1,449","1,558,342","75,595","50,000","1,255,300","5,000",16,23,27,29,33,41,22,56241083000 ,0
2013,529 ,2013.1.19,8,"1,749,114,797",33,"70,671,305","1,502","1,552,699","75,069","50,000","1,282,443","5,000",18,20,24,27,31,42,39,57645779000 ,0
2013,528 ,2013.1.12,11,"1,197,889,125",86,"25,536,397","1,811","1,212,662","87,443","50,000","1,366,616","5,000",5,17,25,31,39,40,10,57548541000 ,0
2013,527 ,2013.1.5,13,"1,032,386,366",29,"77,132,315","1,967","1,137,183","83,212","50,000","1,287,504","5,000",1,12,22,32,33,42,38,56985634000 ,0
2012,526 ,2012.12.29,9,"1,491,031,959",49,"45,643,836","1,539","1,453,248","78,325","50,000","1,291,054","5,000",7,14,17,20,35,39,31,56527807000 ,0
2012,525 ,2012.12.22,9,"1,501,132,375",41,"54,919,478","1,543","1,459,300","73,791","50,000","1,215,973","5,000",11,23,26,29,39,44,22,55566007000 ,0
2012,524 ,2012.12.15,4,"3,491,695,594",36,"64,661,030","1,338","1,739,759","67,866","50,000","1,163,075","5,000",10,11,29,38,41,45,21,55662103000 ,0
2012,523 ,2012.12.8,7,"1,780,355,840",43,"48,304,229","1,557","1,334,029","79,706","50,000","1,247,454","5,000",1,4,37,38,40,45,7,53678449000 ,0
2012,522 ,2012.12.1,6,"2,281,623,000",39,"58,503,154","1,495","1,526,170","76,078","50,000","1,293,961","5,000",4,5,13,14,37,41,11,57053378000 ,0
2012,521 ,2012.11.24,8,"1,693,420,922",53,"42,601,785","1,612","1,400,679","75,589","50,000","1,250,016","5,000",3,7,18,29,32,36,19,56185373000 ,0
2012,520 ,2012.11.17,6,"2,167,205,438",37,"58,573,120","1,627","1,332,026","77,196","50,000","1,260,891","5,000",4,22,27,28,38,40,1,55003797000 ,0
2012,519 ,2012.11.10,7,"1,950,601,393",32,"71,115,676","1,357","1,677,010","71,405","50,000","1,206,248","5,000",6,8,13,16,30,43,3,55614206000 ,0
2012,518 ,2012.11.3,6,"2,263,804,125",34,"66,582,475","1,349","1,678,135","71,110","50,000","1,198,970","5,000",14,23,30,32,34,38,6,55321566000 ,0
2012,517 ,2012.10.27,5,"2,659,057,725",40,"55,397,036","1,493","1,484,181","70,854","50,000","1,192,872","5,000",1,9,12,28,36,41,10,54468223000 ,0
2012,516 ,2012.10.20,11,"1,294,190,182",32,"74,146,313","1,338","1,773,305","67,233","50,000","1,169,955","5,000",2,8,23,41,43,44,30,56385762000 ,0
2012,515 ,2012.10.13,1,"13,200,466,875",35,"62,859,367","1,450","1,517,296","74,773","50,000","1,258,039","5,000",2,11,12,15,23,37,8,55258935000 ,0
2012,514 ,2012.10.6,3,"4,451,055,500",36,"61,820,216","1,362","1,634,015","70,323","50,000","1,181,166","5,000",1,15,20,26,35,42,9,54452404000 ,0
2012,513 ,2012.9.29,3,"4,589,624,750",54,"42,496,526","1,626","1,411,324","82,270","50,000","1,337,355","5,000",5,8,21,23,27,33,12,58317548000 ,0
2012,512 ,2012.9.22,13,"940,094,452",52,"39,170,603","1,682","1,210,982","82,439","50,000","1,318,396","5,000",4,5,9,13,26,27,1,54017801000 ,0
2012,511 ,2012.9.15,6,"2,165,579,250",37,"58,529,169","1,524","1,420,984","72,310","50,000","1,209,004","5,000",3,7,14,23,26,42,24,53970308000 ,0
2012,510 ,2012.9.8,5,"2,644,158,150",25,"88,138,605","1,319","1,670,558","69,724","50,000","1,173,715","5,000",12,29,32,33,39,40,42,53964992000 ,0
2012,509 ,2012.9.1,5,"2,689,076,100",34,"65,908,728","1,228","1,824,835","64,934","50,000","1,104,261","5,000",12,25,29,35,42,43,24,53390358000 ,0
2012,508 ,2012.8.25,8,"1,599,557,860",31,"68,798,188","1,596","1,336,306","75,460","50,000","1,234,049","5,000",5,27,31,34,35,43,37,54010391000 ,0
2012,507 ,2012.8.18,9,"1,416,438,875",29,"73,264,080","1,473","1,442,403","73,411","50,000","1,230,314","5,000",12,13,32,33,40,41,4,53638773000 ,0
2012,506 ,2012.8.11,3,"4,073,333,875",33,"61,717,180","1,588","1,282,536","75,289","50,000","1,224,774","5,000",6,9,11,22,24,30,31,52363311000 ,0
2012,505 ,2012.8.4,6,"1,917,955,188",38,"50,472,505","1,440","1,331,914","69,758","50,000","1,144,014","5,000",7,20,22,25,38,40,44,49103223000 ,0
2012,504 ,2012.7.28,9,"1,443,236,959",29,"74,650,188","1,294","1,672,995","63,257","50,000","1,082,365","5,000",6,14,22,26,43,44,31,51787037000 ,0
2012,503 ,2012.7.21,7,"1,853,634,911",42,"51,489,859","1,292","1,673,819","69,822","50,000","1,198,882","5,000",1,5,27,30,34,36,40,53572205000 ,0
2012,502 ,2012.7.14,6,"2,201,458,125",31,"71,014,779","1,482","1,485,465","70,160","50,000","1,176,131","5,000",6,22,28,32,34,40,26,54000640000 ,0
2012,501 ,2012.7.7,4,"3,025,200,094",61,"33,062,297","1,639","1,230,507","77,235","50,000","1,272,541","5,000",1,4,10,17,31,42,2,52717711000 ,0
2012,500 ,2012.6.30,9,"1,351,072,375",68,"29,803,068","1,831","1,106,832","84,979","50,000","1,308,863","5,000",3,4,12,20,24,34,41,54012267000 ,0
2012,499 ,2012.6.23,3,"4,070,480,250",46,"44,244,351","1,514","1,344,281","76,797","50,000","1,252,409","5,000",5,20,23,27,35,40,43,52767632000 ,0
2012,498 ,2012.6.16,4,"3,244,503,094",35,"61,800,059","1,334","1,621,441","68,471","50,000","1,139,612","5,000",13,14,24,32,39,41,3,52851253000 ,0
2012,497 ,2012.6.9,6,"2,222,817,813",30,"74,093,928","1,148","1,936,253","61,101","50,000","1,073,640","5,000",19,20,23,24,43,44,13,52411585000 ,0
2012,496 ,2012.6.2,4,"3,285,932,250",46,"47,622,207","1,389","1,577,122","66,873","50,000","1,117,856","5,000",4,13,20,29,36,41,39,52915804000 ,0
2012,495 ,2012.5.26,6,"2,111,645,000",44,"47,991,932","1,568","1,346,713","75,762","50,000","1,228,344","5,000",4,13,22,27,34,44,6,53645960000 ,0
2012,494 ,2012.5.19,12,"1,054,588,407",40,"52,729,421","1,539","1,370,486","74,174","50,000","1,215,736","5,000",5,7,8,15,30,43,22,53321589000 ,0
2012,493 ,2012.5.12,9,"1,451,120,334",27,"80,617,797","1,342","1,621,968","68,608","50,000","1,154,415","5,000",20,22,26,33,36,37,25,53231838000 ,0
2012,492 ,2012.5.5,5,"2,493,013,800",40,"51,937,788","1,434","1,448,753","69,327","50,000","1,152,057","5,000",22,27,31,35,37,40,42,51693454000 ,0
2012,491 ,2012.4.28,4,"3,304,634,438",31,"71,067,408","1,360","1,619,919","68,290","50,000","1,133,544","5,000",8,17,35,36,39,42,4,53413874000 ,0
2012,490 ,2012.4.21,7,"1,860,234,161",29,"74,837,007","1,357","1,599,318","65,961","50,000","1,126,965","5,000",2,7,26,29,40,43,42,52590121000 ,0
2012,489 ,2012.4.14,6,"2,106,360,625",52,"40,506,936","1,538","1,369,546","75,822","50,000","1,227,452","5,000",2,4,8,15,20,27,11,53558490000 ,0
2012,488 ,2012.4.7,10,"1,330,393,575",33,"67,191,595","1,345","1,648,567","69,224","50,000","1,181,353","5,000",2,8,17,30,31,38,25,54213092000 ,0
2012,487 ,2012.3.31,8,"1,638,830,766",46,"47,502,342","1,587","1,376,880","76,639","50,000","1,265,088","5,000",4,8,25,27,37,41,21,55276503000 ,0
2012,486 ,2012.3.24,13,"1,008,634,125",29,"75,357,722","1,501","1,455,946","72,658","50,000","1,230,904","5,000",1,2,23,25,38,40,43,54540823000 ,0
2012,485 ,2012.3.17,9,"1,501,474,917",33,"68,248,860","1,406","1,601,859","72,785","50,000","1,237,898","5,000",17,22,26,27,36,39,20,55692878000 ,0
2012,484 ,2012.3.10,6,"2,305,303,063",32,"72,040,721","1,343","1,716,533","70,285","50,000","1,197,263","5,000",1,3,27,28,32,45,11,55885979000 ,0
2012,483 ,2012.3.3,5,"2,567,196,675",53,"40,364,728","1,886","1,134,322","83,480","50,000","1,300,537","5,000",12,15,19,22,28,34,5,55582659000 ,0
2012,482 ,2012.2.25,7,"1,897,921,179",30,"73,808,046","1,639","1,350,971","78,522","50,000","1,292,139","5,000",1,10,16,24,25,35,43,56201452000 ,0
2012,481 ,2012.2.18,3,"4,639,355,750",34,"68,225,820","1,294","1,792,642","66,695","50,000","1,185,827","5,000",3,4,23,29,40,41,20,55642616000 ,0
2012,480 ,2012.2.11,4,"2,996,742,282",50,"39,956,564","1,983","1,007,478","96,288","50,000","1,382,163","5,000",3,5,10,17,30,31,16,55415681000 ,0
2012,479 ,2012.2.4,6,"2,233,046,500",34,"65,677,839","1,389","1,607,665","71,489","50,000","1,197,119","5,000",8,23,25,27,35,44,24,54848834000 ,0
2012,478 ,2012.1.28,14,"987,224,759",35,"65,814,984","1,285","1,792,627","67,069","50,000","1,141,261","5,000",18,29,30,37,39,43,8,54975901000 ,0
2012,477 ,2012.1.21,8,"1,919,011,829",33,"77,535,832","1,474","1,735,877","73,001","50,000","1,256,239","5,000",14,25,29,32,33,45,37,60801409000 ,0
2012,476 ,2012.1.14,4,"3,439,851,469",34,"67,448,069","1,294","1,772,206","68,643","50,000","1,203,577","5,000",9,12,13,15,37,38,27,55591819000 ,0
2012,475 ,2012.1.7,8,"1,693,923,047",33,"68,441,336","1,486","1,519,896","75,257","50,000","1,238,055","5,000",1,9,14,16,21,29,3,56043275000 ,0
2011,474 ,2011.12.31,15,"936,690,800",48,"48,785,980","1,738","1,347,369","81,500","50,000","1,336,085","5,000",4,13,18,31,33,45,43,58978482000 ,0
2011,473 ,2011.12.24,4,"3,250,418,063",36,"60,192,928","1,313","1,650,378","67,064","50,000","1,148,971","5,000",8,13,20,22,23,36,34,52867236000 ,0
2011,472 ,2011.12.17,7,"1,809,656,090",23,"91,794,150","1,352","1,561,587","68,212","50,000","1,132,776","5,000",16,25,26,31,36,43,44,51929207000 ,0
2011,471 ,2011.12.10,7,"1,939,332,858",30,"75,418,500","1,219","1,856,075","63,297","50,000","1,096,176","5,000",6,13,29,37,39,41,43,53492340000 ,0
2011,470 ,2011.12.3,3,"4,333,330,625",27,"80,246,864","1,390","1,558,753","71,706","50,000","1,207,572","5,000",10,16,20,39,41,42,27,53912965000 ,0
2011,469 ,2011.11.26,4,"3,330,131,250",33,"67,275,379","1,277","1,738,519","65,880","50,000","1,125,554","5,000",4,21,22,34,37,38,33,53364940000 ,0
2011,468 ,2011.11.19,9,"1,527,197,167",33,"69,418,054","1,457","1,572,269","70,701","50,000","1,187,572","5,000",8,13,15,28,37,43,17,55598552000 ,0
2011,467 ,2011.11.12,9,"1,435,441,084",33,"65,247,322","1,811","1,188,936","88,314","50,000","1,410,192","5,000",2,12,14,17,24,40,39,57383906000 ,0
2011,466 ,2011.11.5,9,"1,530,313,459",55,"41,735,822","1,746","1,314,703","83,132","50,000","1,327,403","5,000",4,10,13,23,32,44,20,58314753000 ,0
2011,465 ,2011.10.29,7,"1,923,662,893",46,"48,788,552","1,733","1,295,023","83,244","50,000","1,356,052","5,000",1,8,11,13,22,38,31,57793294000 ,0
2011,464 ,2011.10.22,13,"3,355,721,106",78,"67,273,025","3,145","1,668,457","159,899","50,000","2,682,564","5,000",6,12,15,34,42,44,4,126772274000 ,1
2011,463 ,2011.10.15,0,0,37,"54,687,384","1,254","1,613,584","62,251","50,000","1,060,512","5,000",23,29,31,33,34,44,40,49205151000 ,0
2011,462 ,2011.10.8,8,"1,483,559,297",39,"50,719,976","1,394","1,418,996","67,106","50,000","1,096,569","5,000",3,20,24,32,37,45,4,49325555000 ,0
2011,461 ,2011.10.1,6,"1,948,674,875",32,"60,896,090","1,717","1,134,931","75,605","50,000","1,188,529","5,000",11,18,26,31,37,40,43,50624588000 ,0
2011,460 ,2011.9.24,4,"3,180,895,782",30,"70,686,573","1,307","1,622,493","66,799","50,000","1,130,818","5,000",8,11,28,30,43,45,41,51917635000 ,0
2011,459 ,2011.9.17,7,"1,655,842,233",46,"41,995,999","1,532","1,260,977","73,084","50,000","1,167,264","5,000",4,6,10,14,25,40,12,49890095000 ,0
2011,458 ,2011.9.10,8,"1,608,812,625",52,"41,251,606","1,433","1,496,918","72,902","50,000","1,216,672","5,000",4,9,10,32,36,40,18,53778256000 ,0
2011,457 ,2011.9.3,10,"1,159,902,825",47,"41,131,306","1,506","1,283,647","72,524","50,000","1,149,591","5,000",8,10,18,23,27,40,33,49679052000 ,0
2011,456 ,2011.8.27,7,"1,598,505,054",39,"47,818,528","1,616","1,154,037","75,858","50,000","1,199,612","5,000",1,7,12,18,23,27,44,49420681000 ,0
2011,455 ,2011.8.20,7,"1,635,711,483",32,"59,635,315","1,448","1,317,908","69,056","50,000","1,133,097","5,000",4,19,20,26,30,35,24,48769851000 ,0
2011,454 ,2011.8.13,7,"1,609,125,590",43,"43,658,447","1,397","1,343,818","74,480","50,000","1,090,420","5,000",13,25,27,34,38,41,10,48389211000 ,0
2011,453 ,2011.8.6,5,"2,262,732,375",36,"52,378,065","1,412","1,335,419","69,250","50,000","1,096,036","5,000",12,24,33,38,40,42,30,48055125000 ,0
2011,452 ,2011.7.30,9,"1,276,902,000",48,"39,903,188","1,298","1,475,619","66,864","50,000","1,112,471","5,000",8,10,18,30,32,34,27,48456758000 ,0
2011,451 ,2011.7.23,13,"882,138,952",31,"61,654,873","1,612","1,185,671","74,696","50,000","1,181,075","5,000",12,15,20,24,30,38,29,49861167000 ,0
2011,450 ,2011.7.16,6,"1,990,391,625",34,"58,540,931","1,349","1,475,458","67,461","50,000","1,113,967","5,000",6,14,19,21,23,31,13,49732036000 ,0
2011,449 ,2011.7.9,3,"4,059,715,250",39,"52,047,632","1,295","1,567,458","65,963","50,000","1,114,025","5,000",3,10,20,26,35,43,36,50214272000 ,0
2011,448 ,2011.7.2,3,"4,026,212,750",35,"57,517,325","1,422","1,415,687","72,122","50,000","1,191,936","5,000",3,7,13,27,40,41,36,51341262000 ,0
2011,447 ,2011.6.25,4,"2,657,941,125",31,"57,160,025","1,721","1,029,612","84,363","50,000","1,276,737","5,000",2,7,8,9,17,33,34,49555042000 ,0
2011,446 ,2011.6.18,3,"4,051,247,625",41,"49,405,459","1,375","1,473,181","68,198","50,000","1,136,546","5,000",1,11,12,14,26,35,6,50595241000 ,0
2011,445 ,2011.6.11,7,"1,791,683,036",28,"74,653,460","1,183","1,766,946","61,433","50,000","1,046,503","5,000",13,20,21,30,39,45,32,50053080000 ,0
2011,444 ,2011.6.4,3,"4,154,188,625",26,"79,888,243","1,270","1,635,508","65,611","50,000","1,087,892","5,000",11,13,23,35,43,45,17,50673529000 ,0
2011,443 ,2011.5.28,9,"1,327,597,584",41,"48,570,644","1,668","1,193,883","74,414","50,000","1,193,233","5,000",4,6,10,19,20,44,14,51236072000 ,0
2011,442 ,2011.5.21,9,"1,413,413,042",27,"78,522,947","1,271","1,668,073","63,699","50,000","1,092,813","5,000",25,27,29,36,38,40,41,51219943000 ,0
2011,441 ,2011.5.14,4,"3,170,417,063",42,"50,324,081","1,127","1,875,432","60,027","50,000","1,045,164","5,000",1,23,28,30,34,35,9,50272122000 ,0
2011,440 ,2011.5.7,6,"1,995,873,000",41,"48,679,830","1,495","1,335,033","68,428","50,000","1,103,401","5,000",10,22,28,34,36,44,2,49810778000 ,0
2011,439 ,2011.4.30,6,"1,900,077,375",33,"57,578,103","1,437","1,322,253","75,335","50,000","1,174,597","5,000",17,20,30,31,37,40,25,49680708000 ,0
2011,438 ,2011.4.23,9,"1,377,142,167",41,"50,383,250","1,303","1,585,352","65,010","50,000","1,081,763","5,000",6,12,20,26,29,38,45,50370042000 ,0
2011,437 ,2011.4.16,6,"2,096,245,438",33,"63,522,590","1,286","1,630,051","64,531","50,000","1,080,539","5,000",11,16,29,38,41,44,21,50798417000 ,0
2011,436 ,2011.4.9,8,"1,512,266,579",44,"45,826,260","1,425","1,414,987","70,742","50,000","1,153,313","5,000",9,14,20,22,33,34,28,50869017000 ,0
2011,435 ,2011.4.2,10,"1,287,550,013",31,"69,223,119","1,426","1,504,851","67,838","50,000","1,122,280","5,000",8,16,26,30,38,45,42,52341267000 ,0
2011,434 ,2011.3.26,8,"1,480,060,266",37,"53,335,506","1,867","1,056,998","78,263","50,000","1,217,852","5,000",3,13,20,24,33,37,35,51579439000 ,0
2011,433 ,2011.3.19,11,"1,182,294,410",41,"52,866,824","1,278","1,696,041","65,906","50,000","1,112,537","5,000",19,23,29,33,35,43,27,52396606000 ,0
2011,432 ,2011.3.12,5,"2,299,427,550",48,"39,920,618","1,747","1,096,846","83,754","50,000","1,331,414","5,000",2,3,5,11,27,39,33,52348574000 ,0
2011,431 ,2011.3.5,10,"1,268,434,013",43,"49,164,110","1,337","1,581,195","66,865","50,000","1,115,054","5,000",18,22,25,31,38,45,6,51661947000 ,0
2011,430 ,2011.2.26,8,"1,611,763,219",45,"47,755,948","1,449","1,483,104","70,039","50,000","1,180,669","5,000",1,3,16,18,30,34,44,53194872000 ,0
2011,429 ,2011.2.19,9,"1,485,904,709",37,"60,239,381","1,389","1,604,649","68,256","50,000","1,150,652","5,000",3,23,28,34,39,42,16,53993833000 ,0
2011,428 ,2011.2.12,9,"1,437,683,209",30,"71,884,161","1,568","1,375,335","76,003","50,000","1,258,031","5,000",12,16,19,22,37,40,8,54685007000 ,0
2011,427 ,2011.2.5,1,"12,571,445,625",33,"63,492,150","1,415","1,480,736","71,400","50,000","1,184,720","5,000",6,7,15,24,28,30,21,52511055000 ,0
2011,426 ,2011.1.29,4,"3,057,233,625",63,"32,351,679","1,463","1,393,135","71,102","50,000","1,174,590","5,000",4,17,18,27,39,43,19,51466592000 ,0
2011,425 ,2011.1.22,8,"1,534,833,000",41,"49,913,269","1,297","1,577,829","66,071","50,000","1,110,949","5,000",8,10,14,27,33,38,3,50459694000 ,0
2011,424 ,2011.1.15,10,"1,109,480,813",51,"36,257,543","1,686","1,096,759","75,456","50,000","1,159,669","5,000",10,11,26,31,34,44,30,48728445000 ,0
2011,423 ,2011.1.8,3,"3,896,153,875",47,"41,448,446","1,432","1,360,389","69,948","50,000","1,150,428","5,000",1,17,27,28,29,40,5,49668311000 ,0
2011,422 ,2011.1.1,6,"2,205,251,375",21,"105,011,971","1,293","1,705,531","64,044","50,000","1,104,218","5,000",8,15,19,21,34,44,12,52730602000 ,0
2010,421 ,2010.12.25,5,"2,321,144,325",36,"53,730,193","1,203","1,607,887","62,947","50,000","1,050,873","5,000",6,11,26,27,28,44,30,47752021000 ,0
2010,420 ,2010.12.18,8,"1,424,856,375",35,"54,280,243","1,187","1,600,513","62,929","50,000","1,065,564","5,000",4,9,10,29,31,34,27,47345476000 ,0
2010,419 ,2010.12.11,3,"3,796,490,750",33,"57,522,588","1,194","1,589,821","60,100","50,000","1,012,637","5,000",2,11,13,14,28,30,7,46508296000 ,0
2010,418 ,2010.12.4,8,"1,435,649,766",46,"41,613,037","1,316","1,454,560","61,748","50,000","1,025,606","5,000",11,13,15,26,28,34,31,47058055000 ,0
2010,417 ,2010.11.27,4,"2,818,329,938",34,"55,261,372","1,181","1,590,929","58,879","50,000","1,001,817","5,000",4,5,14,20,22,43,44,45968256000 ,0
2010,416 ,2010.11.20,10,"1,072,037,100",32,"55,835,266","1,501","1,190,359","70,470","50,000","1,122,015","5,000",5,6,8,11,22,26,44,46854806000 ,0
2010,415 ,2010.11.13,8,"1,334,182,407",35,"50,825,997","1,587","1,120,927","71,409","50,000","1,114,259","5,000",7,17,20,26,30,40,24,46746048000 ,0
2010,414 ,2010.11.6,1,"11,703,832,500",35,"55,732,536","1,220","1,598,885","58,726","50,000","982,817","5,000",2,14,15,22,23,44,43,46910990000 ,0
2010,413 ,2010.10.30,4,"2,814,673,500",36,"52,123,584","1,256","1,493,989","62,797","50,000","1,062,284","5,000",2,9,15,23,34,40,3,46925724000 ,0
2010,412 ,2010.10.23,7,"1,656,199,822",34,"56,830,387","1,223","1,579,913","59,882","50,000","1,016,225","5,000",4,7,39,41,42,45,40,47066180000 ,0
2010,411 ,2010.10.16,12,"953,227,563",36,"52,957,087","1,318","1,446,476","63,403","50,000","1,041,554","5,000",11,14,22,35,37,39,5,47259122000 ,0
2010,410 ,2010.10.9,9,"1,249,335,709",37,"50,648,745","1,303","1,438,223","65,942","50,000","1,088,956","5,000",1,3,18,32,40,41,16,47467817000 ,0
2010,409 ,2010.10.2,4,"2,896,989,750",36,"53,647,959","1,320","1,463,127","64,123","50,000","1,061,106","5,000",6,9,21,31,32,40,38,47924584000 ,0
2010,408 ,2010.9.25,5,"2,235,375,825",33,"56,448,885","1,244","1,497,439","62,101","50,000","1,039,160","5,000",9,20,21,22,30,37,16,46406711000 ,0
2010,407 ,2010.9.18,7,"1,649,707,286",27,"71,283,649","1,268","1,517,870","65,481","50,000","1,108,695","5,000",6,7,13,16,24,25,1,48429586000 ,0
2010,406 ,2010.9.11,5,"2,156,142,450",33,"54,448,042","1,442","1,246,038","66,604","50,000","1,065,324","5,000",7,12,21,24,27,36,45,46062206000 ,0
2010,405 ,2010.9.4,3,"3,543,878,000",35,"50,626,829","1,283","1,381,091","63,080","50,000","1,056,188","5,000",1,2,10,25,26,44,4,45220904000 ,0
2010,404 ,2010.8.28,3,"3,566,659,375",26,"68,589,604","1,273","1,400,888","63,559","50,000","1,050,065","5,000",5,20,21,24,33,40,36,45389825000 ,0
2010,403 ,2010.8.21,5,"2,122,396,875",43,"41,131,723","1,321","1,338,883","63,122","50,000","1,030,051","5,000",10,14,22,24,28,37,26,44911335000 ,0
2010,402 ,2010.8.14,4,"2,662,206,188",41,"43,287,906","1,271","1,396,385","62,656","50,000","1,034,048","5,000",5,9,15,19,22,36,32,45002946000 ,0
2010,401 ,2010.8.7,9,"1,168,214,792",29,"60,424,904","1,355","1,293,227","59,599","50,000","949,491","5,000",6,12,18,31,38,43,9,43491965000 ,0
2010,400 ,2010.7.31,4,"2,669,834,325",30,"59,329,652","1,254","1,419,370","59,141","60,192","978,194","5,000",9,21,27,34,41,43,2,45379731000 ,0
2010,399 ,2010.7.24,8,"1,276,854,975",40,"42,561,833","1,462","1,164,483","76,998","44,222","1,150,232","5,000",1,2,9,17,19,42,20,45551786000 ,0
2010,398 ,2010.7.17,4,"2,680,625,550",31,"57,647,862","1,112","1,607,090","57,405","62,263","968,563","5,000",10,15,20,23,42,44,7,45427304000 ,0
2010,397 ,2010.7.10,3,"3,499,519,700",31,"56,443,867","1,366","1,280,937","66,958","52,265","1,089,481","5,000",12,13,17,22,25,33,8,45890007000 ,0
2010,396 ,2010.7.3,2,"5,296,622,400",34,"51,927,671","1,202","1,468,836","61,586","57,336","1,015,292","5,000",18,20,31,34,40,45,30,45463736000 ,0
2010,395 ,2010.6.26,7,"1,534,635,000",42,"42,628,750","1,420","1,260,851","64,267","55,718","1,038,443","5,000",11,15,20,26,31,35,7,46192580000 ,0
2010,394 ,2010.6.19,1,"10,654,349,100",33,"53,809,844","1,204","1,474,855","56,300","63,081","967,784","5,000",1,13,20,22,25,28,15,45192337000 ,0
2010,393 ,2010.6.12,8,"1,362,003,975",35,"51,885,866","1,072","1,694,035","55,951","64,915","966,901","5,000",9,16,28,40,41,43,21,45989116000 ,0
2010,392 ,2010.6.5,6,"1,713,528,700",30,"57,117,624","1,504","1,139,315","73,927","46,358","1,125,811","5,000",1,3,7,8,24,42,43,45528684000 ,0
2010,391 ,2010.5.29,1,"10,508,749,800",32,"54,733,072","1,337","1,309,992","60,803","57,611","1,013,235","5,000",10,11,18,22,28,39,30,45161516000 ,0
2010,390 ,2010.5.22,1,"10,373,997,900",37,"46,729,721","1,087","1,590,617","55,834","61,934","960,968","5,000",16,17,28,37,39,40,15,44189673000 ,0
2010,389 ,2010.5.15,5,"2,119,027,020",36,"49,051,552","1,253","1,409,303","60,800","58,088","1,021,691","5,000",7,16,18,20,23,26,3,45534027000 ,0
2010,388 ,2010.5.8,4,"2,545,543,875",30,"56,567,642","1,269","1,337,297","61,475","55,211","1,036,812","5,000",1,8,9,17,29,32,45,44308705000 ,0
2010,387 ,2010.5.1,4,"2,675,533,500",26,"68,603,424","1,177","1,515,454","58,115","61,385","978,618","5,000",1,26,31,34,40,43,20,45459960000 ,0
2010,386 ,2010.4.24,10,"1,042,953,330",59,"29,461,959","1,683","1,032,832","72,203","48,150","1,114,222","5,000",4,7,10,19,31,40,26,45907331000 ,0
2010,385 ,2010.4.17,7,"1,542,032,700",36,"49,973,282","1,235","1,456,712","62,096","57,944","1,026,272","5,000",7,12,19,21,29,32,9,46243483000 ,0
2010,384 ,2010.4.10,3,"3,658,734,200",41,"44,618,710","1,215","1,505,652","62,090","58,927","1,030,160","5,000",11,22,24,32,36,38,7,46888942000 ,0
2010,383 ,2010.4.3,3,"3,596,522,100",28,"64,223,609","1,251","1,437,459","60,525","59,423","1,010,183","5,000",4,15,28,33,37,40,25,46067051000 ,0
2010,382 ,2010.3.27,6,"1,846,674,900",32,"57,708,591","1,212","1,523,660","62,267","59,315","1,046,779","5,000",10,15,22,24,27,42,19,47401288000 ,0
2010,381 ,2010.3.20,19,"565,738,895",62,"28,895,267","1,981","904,345","82,120","43,632","1,211,298","5,000",1,5,10,12,16,20,11,47943113000 ,0
2010,380 ,2010.3.13,4,"2,684,274,825",42,"42,607,537","1,464","1,222,348","77,583","46,132","1,137,404","5,000",1,2,8,17,26,37,27,47164371000 ,0
2010,379 ,2010.3.6,7,"1,598,999,786",71,"26,274,645","1,342","1,390,090","62,084","60,096","1,022,769","5,000",6,10,22,31,35,40,19,47537685000 ,0
2010,378 ,2010.2.27,5,"2,317,698,240",30,"64,380,507","1,124","1,718,341","59,742","64,659","1,023,866","5,000",5,22,29,31,34,39,43,48866964000 ,0
