연도,회차,추첨일자,1등 당첨게임 수,1등 1게임당 당첨금액,2등 당첨게임 수,2등 1게임당 당첨금액,3등 당첨게임 수,3등 1게임당 당첨금액,4등 당첨게임 수,4등 1게임당 당첨금액,5등 당첨게임 수,5등 1게임당 당첨금액,1,2,3,4,5,6,보너스,총판매금액,이월여부
2016,702 ,2016.5.14,11,"1,465,091,387",46,"58,391,324","1,819","1,476,636","88,043","50,000","1,443,954","5,000",3,13,16,24,26,29,9,66219854000 ,0
2016,701 ,2016.5.7,10,"1,583,183,175",40,"65,965,966","1,659","1,590,500","81,917","50,000","1,404,422","5,000",3,10,14,16,36,38,35,64454138000 ,0
2016,700 ,2016.4.30,8,"2,082,099,188",41,"67,710,543","1,562","1,777,294","82,874","50,000","1,414,076","5,000",11,23,28,29,30,44,13,66846276000 ,0
2016,699 ,2016.4.23,8,"1,995,411,375",50,"53,210,970","1,799","1,478,905","90,504","50,000","1,512,397","5,000",4,5,8,16,21,29,3,66743146000 ,0
2016,698 ,2016.4.16,8,"1,921,084,125",48,"53,363,448","2,088","1,226,746","97,965","50,000","1,550,364","5,000",3,11,13,21,33,37,18,66283268000 ,0
2016,697 ,2016.4.9,10,"1,531,443,038",90,"28,360,057","1,940","1,315,673","99,698","50,000","1,615,786","5,000",2,5,8,11,33,39,31,66966141000 ,0
2016,696 ,2016.4.2,10,"1,632,054,413",44,"61,820,243","1,721","1,580,530","90,020","50,000","1,501,952","5,000",1,7,16,18,34,38,21,67542971000 ,0
2016,695 ,2016.3.26,11,"1,450,214,830",66,"40,283,746","1,979","1,343,471","95,436","50,000","1,558,885","5,000",4,18,26,33,34,38,14,67672085000 ,0
2016,694 ,2016.3.19,10,"1,555,036,388",78,"33,227,274","2,286","1,133,739","102,474","50,000","1,581,822","5,000",7,15,20,25,33,43,12,67533257000 ,0
2016,693 ,2016.3.12,10,"1,642,763,813",43,"63,673,016","1,692","1,618,168","87,017","50,000","1,484,420","5,000",1,6,11,28,34,42,30,67352935000 ,0
2016,692 ,2016.3.5,7,"2,301,273,697",44,"61,018,621","1,770","1,516,848","87,763","50,000","1,465,709","5,000",3,11,14,15,32,36,44,66390499000 ,0
2016,691 ,2016.2.27,6,"2,839,296,750",31,"91,590,218","1,708","1,662,352","86,063","50,000","1,455,528","5,000",15,27,33,35,43,45,16,68590328000 ,0
2016,690 ,2016.2.20,15,"1,126,507,625",34,"82,831,444","1,772","1,589,317","87,970","50,000","1,528,472","5,000",24,25,33,34,38,39,43,69142025000 ,0
2016,689 ,2016.2.13,7,"2,321,775,911",44,"61,562,241","1,809","1,497,368","90,296","50,000","1,509,073","5,000",7,17,19,30,36,38,34,67460147000 ,0
2016,688 ,2016.2.6,9,"1,967,536,750",53,"55,685,003","2,107","1,400,715","97,676","50,000","1,610,713","5,000",5,15,22,23,34,35,2,73095612000 ,0
2016,687 ,2016.1.30,6,"2,720,029,313",38,"71,579,719","1,780","1,528,107","91,404","50,000","1,538,380","5,000",1,8,10,13,28,42,45,68044669000 ,0
2016,686 ,2016.1.23,8,"1,937,531,719",36,"71,760,435","1,863","1,386,676","91,027","50,000","1,483,730","5,000",7,12,15,24,25,43,13,65274010000 ,0
2016,685 ,2016.1.16,11,"1,494,367,671",52,"52,686,040","1,910","1,434,385","95,302","50,000","1,576,169","5,000",6,7,12,28,38,40,18,69126675000 ,0
2016,684 ,2016.1.9,9,"1,688,815,709",62,"40,858,445","1,968","1,287,208","98,607","50,000","1,623,161","5,000",1,11,15,17,25,39,40,66623887000 ,0
2016,683 ,2016.1.2,16,"1,010,930,883",45,"59,907,016","2,704","996,974","117,974","50,000","1,700,964","5,000",6,13,20,27,28,40,15,71940091000 ,0
2015,682 ,2015.12.26,4,"4,063,713,563",56,"48,377,543","1,851","1,463,611","87,618","50,000","1,464,978","5,000",17,23,27,35,38,43,2,66757858000 ,0
2015,681 ,2015.12.19,6,"2,696,328,938",37,"72,873,756","1,441","1,871,152","73,062","50,000","1,282,079","5,000",21,24,27,29,43,44,7,63268253000 ,0
2015,680 ,2015.12.12,14,"1,110,570,563",44,"58,893,894","1,870","1,385,739","86,441","50,000","1,413,980","5,000",4,10,19,29,32,42,30,64245201000 ,0
2015,679 ,2015.12.5,5,"2,863,005,600",54,"44,182,186","1,829","1,304,450","91,171","50,000","1,493,041","5,000",3,5,7,14,26,34,35,62220918000 ,0
2015,678 ,2015.11.28,6,"2,288,490,188",41,"55,816,834","1,855","1,233,688","93,305","50,000","1,494,095","5,000",4,5,6,12,25,37,45,60887293000 ,0
2015,677 ,2015.11.21,8,"1,921,114,407",37,"69,229,348","1,701","1,505,871","79,827","50,000","1,330,115","5,000",12,15,24,36,41,44,42,62267624000 ,0
2015,676 ,2015.11.14,8,"1,879,726,500",63,"39,782,572","1,665","1,505,287","83,276","50,000","1,371,921","5,000",1,8,17,34,39,45,27,62147642000 ,0
2015,675 ,2015.11.7,4,"3,514,549,032",65,"36,046,657","1,806","1,297,361","88,118","50,000","1,415,830","5,000",1,8,11,15,18,45,7,60458623000 ,0
2015,674 ,2015.10.31,8,"1,770,565,500",48,"49,182,375","1,846","1,278,849","89,646","50,000","1,465,031","5,000",9,10,14,25,27,31,11,61386974000 ,0
2015,673 ,2015.10.24,10,"1,491,453,300",35,"71,021,586","1,864","1,333,560","88,838","50,000","1,450,769","5,000",7,10,17,29,33,44,5,63163578000 ,0
2015,672 ,2015.10.17,9,"1,754,745,000",46,"57,219,946","1,629","1,615,788","80,167","50,000","1,341,175","5,000",8,21,28,31,36,45,43,63542330000 ,0
2015,671 ,2015.10.10,4,"3,722,322,844",48,"51,698,929","1,778","1,395,697","90,364","50,000","1,519,963","5,000",7,9,10,13,31,35,24,63940807000 ,0
2015,670 ,2015.10.3,12,"1,191,725,219",39,"61,114,114","2,145","1,111,166","92,680","50,000","1,483,948","5,000",11,18,26,27,40,41,25,62242687000 ,0
2015,669 ,2015.9.26,6,"2,708,173,188",52,"52,080,254","1,949","1,389,520","93,078","50,000","1,531,364","5,000",7,8,20,29,33,38,9,67952211000 ,0
2015,668 ,2015.9.19,5,"2,991,158,625",56,"44,511,290","1,873","1,330,824","89,414","50,000","1,452,289","5,000",12,14,15,24,27,32,3,63346405000 ,0
2015,667 ,2015.9.12,7,"2,228,764,393",40,"65,005,629","1,543","1,685,176","81,344","50,000","1,368,363","5,000",15,17,25,37,42,43,13,63421632000 ,0
2015,666 ,2015.9.5,6,"2,396,901,063",47,"50,997,895","1,947","1,231,074","93,631","50,000","1,493,940","5,000",2,4,6,11,17,28,16,62652917000 ,0
2015,665 ,2015.8.29,4,"3,643,230,375",30,"80,960,675","1,790","1,356,883","87,227","50,000","1,430,205","5,000",5,6,11,17,38,44,13,61885874000 ,0
2015,664 ,2015.8.22,10,"1,536,801,338",44,"58,212,172","1,530","1,674,076","77,395","50,000","1,320,082","5,000",10,20,33,36,41,44,5,61921689000 ,0
2015,663 ,2015.8.15,7,"2,080,244,143",60,"40,449,192","1,627","1,491,673","84,092","50,000","1,386,028","5,000",3,5,8,19,38,42,20,61100704000 ,0
2015,662 ,2015.8.8,8,"1,689,733,688",43,"52,394,844","1,787","1,260,761","88,493","50,000","1,426,759","5,000",5,6,9,11,15,37,26,59164542000 ,0
2015,661 ,2015.8.1,8,"1,713,025,547",63,"36,254,509","1,830","1,248,107","87,840","50,000","1,426,883","5,000",2,3,12,20,27,38,40,59597375000 ,0
2015,660 ,2015.7.25,10,"1,421,272,575",48,"49,349,743","1,951","1,214,141","88,247","50,000","1,408,802","5,000",4,9,23,33,39,44,14,60813322000 ,0
2015,659 ,2015.7.18,11,"1,336,604,216",40,"61,261,027","1,765","1,388,352","85,028","50,000","1,396,789","5,000",7,18,19,27,29,42,45,61677747000 ,0
2015,658 ,2015.7.11,9,"1,634,031,375",38,"64,501,239","1,678","1,460,696","82,738","50,000","1,364,069","5,000",8,19,25,28,32,36,37,61131243000 ,0
2015,657 ,2015.7.4,9,"1,694,762,792",52,"48,887,389","1,562","1,627,494","78,396","50,000","1,325,593","5,000",10,14,19,39,40,43,23,61769837000 ,0
2015,656 ,2015.6.27,2,"7,330,002,750",48,"50,902,797","1,747","1,398,589","83,772","50,000","1,385,757","5,000",3,7,14,16,31,40,39,61328118000 ,0
2015,655 ,2015.6.20,9,"1,661,439,625",41,"60,784,377","1,610","1,547,926","77,437","50,000","1,281,655","5,000",7,37,38,39,40,44,18,60434801000 ,0
2015,654 ,2015.6.13,8,"1,879,301,391",69,"36,315,003","1,787","1,402,203","77,788","50,000","1,282,725","5,000",16,21,26,31,36,43,6,60697813000 ,0
2015,653 ,2015.6.6,14,"980,958,670",56,"40,873,278","1,997","1,146,172","88,995","50,000","1,419,408","5,000",5,6,26,27,38,39,1,59716037000 ,0
2015,652 ,2015.5.30,5,"3,003,483,525",36,"69,525,082","1,504","1,664,165","75,739","50,000","1,280,663","5,000",3,13,15,40,41,44,20,60426977000 ,0
2015,651 ,2015.5.23,8,"1,855,306,454",35,"70,678,342","1,684","1,468,968","82,567","50,000","1,365,832","5,000",11,12,16,26,29,44,18,61494891000 ,0
2015,650 ,2015.5.16,5,"2,849,298,900",45,"52,764,795","1,814","1,308,940","87,030","50,000","1,429,743","5,000",3,4,7,11,31,41,35,60991082000 ,0
2015,649 ,2015.5.9,5,"2,948,042,100",45,"54,593,373","1,689","1,454,531","80,347","50,000","1,313,125","5,000",3,21,22,33,41,42,20,60473178000 ,0
2015,648 ,2015.5.2,7,"2,120,987,947",45,"54,988,577","1,631","1,517,159","80,986","50,000","1,318,403","5,000",13,19,28,37,38,43,4,60874405000 ,0
2015,647 ,2015.4.25,7,"2,189,725,608",44,"58,060,907","1,596","1,600,677","79,202","50,000","1,351,926","5,000",5,16,21,23,24,30,29,62314338000 ,0
2015,646 ,2015.4.18,7,"2,215,498,393",36,"71,798,560","1,522","1,698,258","77,400","50,000","1,321,212","5,000",2,9,24,41,43,45,30,62308090000 ,0
2015,645 ,2015.4.11,4,"3,696,297,750",28,"88,007,090","1,766","1,395,356","87,873","50,000","1,444,728","5,000",1,4,16,26,40,41,31,62661756000 ,0
2015,644 ,2015.4.4,8,"1,831,451,204",49,"49,835,407","1,879","1,299,593","87,582","50,000","1,401,744","5,000",5,13,17,23,28,36,8,61846599000 ,0
2015,643 ,2015.3.28,6,"2,535,763,625",43,"58,971,248","1,525","1,662,796","84,656","50,000","1,407,225","5,000",15,24,31,32,33,40,13,63110068000 ,0
2015,642 ,2015.3.21,12,"1,251,460,438",62,"40,369,692","1,815","1,379,020","88,406","50,000","1,465,689","5,000",8,17,18,24,39,45,32,63544224000 ,0
2015,641 ,2015.3.14,8,"1,990,074,563",50,"53,068,655","1,565","1,695,485","79,145","50,000","1,340,371","5,000",11,18,21,36,37,43,12,63773134000 ,0
2015,640 ,2015.3.7,9,"1,728,768,834",48,"54,024,027","1,639","1,582,156","85,410","50,000","1,404,905","5,000",14,15,18,21,26,35,23,64080502000 ,0
2015,639 ,2015.2.28,4,"4,061,185,219",45,"60,165,707","1,628","1,663,058","84,861","50,000","1,439,719","5,000",6,15,22,23,25,32,40,66202599000 ,0
2015,638 ,2015.2.21,7,"2,229,403,179",41,"63,438,302","1,719","1,513,072","84,781","50,000","1,422,596","5,000",7,18,22,24,31,34,6,64319586000 ,0
2015,637 ,2015.2.14,4,"3,899,241,094",45,"57,766,535","1,637","1,587,963","82,147","50,000","1,369,826","5,000",3,16,22,37,38,44,23,63504865000 ,0
2015,636 ,2015.2.7,8,"1,832,362,219",44,"55,526,128","1,973","1,238,292","90,830","50,000","1,461,300","5,000",6,7,15,16,20,31,26,62786394000 ,0
2015,635 ,2015.1.31,8,"1,855,587,235",35,"70,689,038","1,650","1,499,465","85,675","50,000","1,427,626","5,000",11,13,25,26,29,33,32,62429621000 ,0
2015,634 ,2015.1.24,13,"1,077,935,106",54,"43,250,483","2,208","1,057,757","101,514","50,000","1,562,975","5,000",4,10,11,12,20,27,38,63149567000 ,0
2015,633 ,2015.1.17,12,"1,217,257,094",47,"51,798,175","1,789","1,360,825","87,613","50,000","1,430,227","5,000",9,12,19,20,39,41,13,62015797000 ,0
2015,632 ,2015.1.10,11,"1,432,587,716",52,"50,507,901","1,645","1,596,603","78,418","50,000","1,320,223","5,000",15,18,21,32,35,44,6,63066603000 ,0
2015,631 ,2015.1.3,4,"3,919,853,532",46,"56,809,472","1,676","1,559,210","85,710","50,000","1,491,785","5,000",1,2,4,23,31,34,8,65300621000 ,0
2014,630 ,2014.12.27,3,"4,836,305,500",48,"50,378,183","1,631","1,482,620","84,380","50,000","1,420,745","5,000",8,17,21,24,27,31,15,61335894000 ,0
2014,629 ,2014.12.20,5,"2,919,433,575",34,"71,554,745","1,321","1,841,682","68,554","50,000","1,183,752","5,000",19,28,31,38,43,44,1,57618701000 ,0
2014,628 ,2014.12.13,9,"1,499,942,875",37,"60,808,495","1,628","1,382,012","80,147","50,000","1,323,978","5,000",1,7,12,15,23,42,11,57253109000 ,0
2014,627 ,2014.12.6,10,"1,352,230,650",35,"64,391,936","1,532","1,471,096","74,824","50,000","1,243,945","5,000",2,9,22,25,31,45,12,55981334000 ,0
2014,626 ,2014.11.29,8,"1,717,871,110",45,"50,899,885","1,766","1,296,996","86,261","50,000","1,371,217","5,000",13,14,26,33,40,43,15,58986187000 ,0
2014,625 ,2014.11.22,5,"2,765,184,675",45,"51,207,124","1,654","1,393,181","82,014","50,000","1,354,445","5,000",3,6,7,20,21,39,13,58614979000 ,0
2014,624 ,2014.11.15,5,"2,763,729,450",61,"37,755,867","1,574","1,463,220","78,840","50,000","1,309,900","5,000",1,7,19,26,27,35,16,57832726000 ,0
2014,623 ,2014.11.8,8,"1,813,702,594",35,"69,093,433","1,456","1,660,900","73,522","50,000","1,245,962","5,000",7,13,30,39,41,45,25,58504142000 ,0
2014,622 ,2014.11.1,9,"1,630,598,292",34,"71,938,160","1,629","1,501,472","77,626","50,000","1,270,437","5,000",9,15,16,21,28,34,24,59601329000 ,0
2014,621 ,2014.10.25,6,"2,359,723,500",62,"38,060,057","1,555","1,517,508","82,843","50,000","1,336,734","5,000",1,2,6,16,19,42,9,59407216000 ,0
2014,620 ,2014.10.18,7,"2,028,283,233",44,"53,780,238","1,661","1,424,643","78,155","50,000","1,266,599","5,000",2,16,17,32,39,45,40,58342777000 ,0
2014,619 ,2014.10.11,3,"4,612,479,375",59,"39,088,809","1,712","1,347,103","83,710","50,000","1,355,209","5,000",6,8,13,30,35,40,21,58822925000 ,0
2014,618 ,2014.10.4,5,"2,881,326,225",45,"53,357,894","1,581","1,518,726","75,243","50,000","1,260,882","5,000",8,16,25,30,42,43,15,58550803000 ,0
2014,617 ,2014.9.27,8,"1,629,701,860",43,"50,533,391","1,993","1,090,284","93,731","50,000","1,481,805","5,000",4,5,11,12,24,27,28,58958123000 ,0
2014,616 ,2014.9.20,9,"1,611,811,250",49,"49,341,161","1,700","1,422,187","81,118","50,000","1,350,809","5,000",5,13,18,23,40,45,3,60303360000 ,0
2014,615 ,2014.9.13,9,"1,535,062,417",31,"74,277,214","1,670","1,378,799","83,981","50,000","1,383,278","5,000",10,17,18,19,23,27,35,59072378000 ,0
2014,614 ,2014.9.6,6,"2,540,975,438",46,"55,238,597","1,523","1,668,402","80,393","50,000","1,360,707","5,000",8,21,25,39,40,44,18,62301977000 ,0
2014,613 ,2014.8.30,9,"1,549,831,209",30,"77,491,561","1,538","1,511,539","77,945","50,000","1,299,580","5,000",7,8,11,16,41,44,35,57986249000 ,0
2014,612 ,2014.8.23,11,"1,181,705,250",59,"36,719,655","1,833","1,181,921","86,228","50,000","1,364,516","5,000",6,9,18,19,25,33,40,56931314000 ,0
2014,611 ,2014.8.16,4,"3,502,706,157",47,"49,683,776","1,486","1,571,425","74,589","50,000","1,258,998","5,000",2,22,27,33,36,37,14,57411079000 ,0
2014,610 ,2014.8.9,4,"3,516,018,375",34,"68,941,537","1,398","1,676,690","71,718","50,000","1,218,676","5,000",14,18,20,23,28,36,33,56862756000 ,0
2014,609 ,2014.8.2,2,"6,339,311,438",47,"44,959,656","1,621","1,303,581","80,472","50,000","1,300,134","5,000",4,8,27,34,39,40,13,54858201000 ,0
2014,608 ,2014.7.26,7,"1,943,530,018",32,"70,857,866","1,516","1,495,681","74,353","50,000","1,243,159","5,000",4,8,18,19,39,44,41,56146117000 ,0
2014,607 ,2014.7.19,4,"3,494,480,907",35,"66,561,542","1,448","1,608,878","73,277","50,000","1,220,405","5,000",8,14,23,36,38,39,13,56806213000 ,0
2014,606 ,2014.7.12,10,"1,311,566,850",44,"49,680,563","1,542","1,417,604","82,879","50,000","1,366,588","5,000",1,5,6,14,20,39,22,56928896000 ,0
2014,605 ,2014.7.5,9,"1,394,232,250",40,"52,283,710","2,286","914,851","92,980","50,000","1,386,335","5,000",1,2,7,9,10,38,42,56622924000 ,0
2014,604 ,2014.6.28,11,"1,229,141,557",36,"62,595,172","1,451","1,553,016","75,476","50,000","1,266,398","5,000",2,6,18,21,33,34,30,56266399000 ,0
2014,603 ,2014.6.21,4,"3,452,136,563",30,"76,714,146","1,363","1,688,500","71,799","50,000","1,227,396","5,000",2,19,25,26,27,43,28,56276650000 ,0
2014,602 ,2014.6.14,8,"1,689,530,860",42,"53,635,901","1,675","1,344,901","77,026","50,000","1,251,693","5,000",13,14,22,27,30,38,2,56262855000 ,0
2014,601 ,2014.6.7,9,"1,524,565,209",28,"81,673,137","1,516","1,508,475","72,233","50,000","1,205,559","5,000",2,16,19,31,34,35,37,55868455000 ,0
2014,600 ,2014.5.31,15,"901,798,725",41,"54,987,728","1,518","1,485,176","77,138","50,000","1,258,677","5,000",5,11,14,27,29,36,44,56372519000 ,0
2014,599 ,2014.5.24,8,"1,710,918,329",43,"53,051,732","1,685","1,353,843","79,069","50,000","1,297,530","5,000",5,12,17,29,34,35,27,57381791000 ,0
2014,598 ,2014.5.17,16,"833,998,594",50,"44,479,925","2,053","1,083,291","86,005","50,000","1,333,411","5,000",4,12,24,33,38,45,22,57518550000 ,0
2014,597 ,2014.5.10,13,"1,057,920,606",46,"49,829,594","1,532","1,496,189","75,553","50,000","1,260,248","5,000",8,10,23,24,35,43,37,56832361000 ,0
2014,596 ,2014.5.3,10,"1,328,267,663",41,"53,994,621","1,651","1,340,872","80,007","50,000","1,313,990","5,000",3,4,12,14,25,43,17,56561071000 ,0
2014,595 ,2014.4.26,8,"1,744,525,219",54,"43,074,697","1,501","1,549,656","77,652","50,000","1,281,555","5,000",8,24,28,35,38,40,5,57797288000 ,0
2014,594 ,2014.4.19,11,"1,255,592,796",42,"54,807,623","1,750","1,315,383","79,157","50,000","1,301,802","5,000",2,8,13,25,28,37,3,57764442000 ,0
2014,593 ,2014.4.12,9,"1,532,833,500",62,"37,084,682","1,818","1,264,715","87,413","50,000","1,383,890","5,000",9,10,13,24,33,38,28,59368204000 ,0
2014,592 ,2014.4.5,6,"2,356,381,688",28,"84,156,489","1,406","1,675,948","75,519","50,000","1,284,347","5,000",2,5,6,13,28,44,43,58097477000 ,0
2014,591 ,2014.3.29,5,"2,964,676,200",38,"65,014,829","1,483","1,665,923","73,310","50,000","1,251,393","5,000",8,13,14,30,38,39,5,59373946000 ,0
2014,590 ,2014.3.22,7,"2,185,183,983",31,"82,238,107","1,370","1,860,863","70,019","50,000","1,221,113","5,000",20,30,36,38,41,45,23,60003131000 ,0
2014,589 ,2014.3.15,7,"2,136,877,983",42,"59,357,722","1,559","1,599,118","77,435","50,000","1,301,184","5,000",6,8,28,33,38,39,22,60643729000 ,0
2014,588 ,2014.3.8,5,"2,889,342,075",43,"55,995,002","1,676","1,436,626","78,517","50,000","1,315,684","5,000",2,8,15,22,25,41,30,59533101000 ,0
2014,587 ,2014.3.1,3,"4,974,577,375",43,"57,843,923","1,437","1,730,890","73,745","50,000","1,254,438","5,000",14,21,29,31,32,37,17,59715499000 ,0
2014,586 ,2014.2.22,8,"1,778,354,344",46,"51,546,503","1,570","1,510,280","80,965","50,000","1,346,737","5,000",2,7,12,15,21,34,5,59502096000 ,0
2014,585 ,2014.2.15,9,"1,620,546,334",45,"54,018,212","1,528","1,590,851","79,691","50,000","1,339,079","5,000",6,7,10,16,38,41,4,60253002000 ,0
2014,584 ,2014.2.8,3,"5,033,183,250",32,"78,643,489","1,464","1,718,984","77,972","50,000","1,328,119","5,000",7,18,30,39,40,41,36,61343856000 ,0
2014,583 ,2014.2.1,11,"1,341,848,353",51,"48,236,379","1,826","1,347,238","88,583","50,000","1,445,611","5,000",8,17,27,33,40,44,24,62675295000 ,0
2014,582 ,2014.1.25,4,"3,560,558,719",57,"41,643,962","1,631","1,455,369","79,917","50,000","1,333,596","5,000",2,12,14,33,40,41,25,59306953000 ,0
2014,581 ,2014.1.18,8,"1,844,554,547",39,"63,061,694","1,384","1,777,028","76,964","50,000","1,321,056","5,000",3,5,14,20,42,44,33,60257457000 ,0
2014,580 ,2014.1.11,7,"2,028,610,500",42,"56,350,292","1,665","1,421,449","86,352","50,000","1,401,162","5,000",5,7,9,11,32,35,33,60514216000 ,0
2014,579 ,2014.1.4,11,"1,396,068,444",46,"55,640,409","1,769","1,446,840","85,011","50,000","1,408,043","5,000",5,7,20,22,37,42,39,63532871000 ,0
2013,578 ,2013.12.28,5,"2,796,466,575",43,"54,195,089","1,615","1,442,966","80,303","50,000","1,326,822","5,000",5,12,14,32,34,42,16,58584741000 ,0
2013,577 ,2013.12.21,3,"4,484,438,375",42,"53,386,172","1,526","1,469,345","79,150","50,000","1,322,032","5,000",16,17,22,31,34,37,33,57010827000 ,0
2013,576 ,2013.12.14,3,"4,321,966,000",54,"40,018,204","1,561","1,384,359","76,903","50,000","1,242,512","5,000",10,11,15,25,35,41,13,54691148000 ,0
2013,575 ,2013.12.7,8,"1,699,267,875",45,"50,348,678","1,488","1,522,642","75,000","50,000","1,257,969","5,000",2,8,20,30,33,34,6,56330738000 ,0
2013,574 ,2013.11.30,2,"6,965,184,938",33,"70,355,404","1,259","1,844,106","68,910","50,000","1,184,428","5,000",14,15,16,19,25,43,2,55882933000 ,0
2013,573 ,2013.11.23,8,"1,645,691,766",50,"43,885,114","1,622","1,352,809","78,997","50,000","1,308,493","5,000",2,4,20,34,35,43,14,56092721000 ,0
2013,572 ,2013.11.16,8,"1,668,216,188",53,"41,967,703","1,734","1,282,750","81,361","50,000","1,274,889","5,000",3,13,18,33,37,45,1,56473602000 ,0
2013,571 ,2013.11.9,7,"1,966,538,465",33,"69,524,088","1,506","1,523,437","74,042","50,000","1,238,061","5,000",11,18,21,26,38,43,29,56493528000 ,0
2013,570 ,2013.11.2,9,"1,527,791,625",38,"60,307,565","1,573","1,456,890","77,565","50,000","1,323,078","5,000",1,12,26,27,29,33,42,57654279000 ,0
2013,569 ,2013.10.26,4,"3,467,925,188",36,"64,220,837","1,706","1,355,188","81,582","50,000","1,329,250","5,000",3,6,13,23,24,35,1,58441902000 ,0
2013,568 ,2013.10.19,10,"1,305,167,550",50,"43,505,585","1,845","1,179,014","87,784","50,000","1,409,876","5,000",1,3,17,20,31,44,40,57681628000 ,0
2013,567 ,2013.10.12,6,"2,318,659,438",53,"43,748,292","1,547","1,498,811","76,284","50,000","1,271,252","5,000",1,10,15,16,32,41,28,57439471000 ,0
2013,566 ,2013.10.5,4,"3,508,951,032",35,"66,837,163","1,555","1,504,374","74,789","50,000","1,275,890","5,000",4,5,6,25,26,43,41,57666611000 ,0
2013,565 ,2013.9.28,8,"1,742,064,469",39,"59,557,760","1,866","1,244,777","85,438","50,000","1,384,878","5,000",4,10,18,27,40,45,38,59556622000 ,0
2013,564 ,2013.9.21,7,"1,934,801,143",32,"70,539,625","1,649","1,368,871","83,100","50,000","1,358,618","5,000",14,19,25,26,27,34,2,58012468000 ,0
2013,563 ,2013.9.14,7,"1,932,735,643",38,"59,338,375","1,642","1,373,239","79,945","50,000","1,324,790","5,000",5,10,16,17,31,32,21,57320132000 ,0
2013,562 ,2013.9.7,11,"1,166,694,614",51,"41,940,003","1,789","1,195,607","85,094","50,000","1,355,577","5,000",4,11,13,17,20,31,33,56288212000 ,0
2013,561 ,2013.8.31,5,"2,753,712,225",41,"55,969,761","1,434","1,600,252","73,966","50,000","1,252,562","5,000",5,7,18,37,42,45,20,56638383000 ,0
2013,560 ,2013.8.24,7,"1,976,697,215",40,"57,653,669","1,476","1,562,431","73,123","50,000","1,235,465","5,000",1,4,20,23,29,45,28,56565298000 ,0
2013,559 ,2013.8.17,7,"1,926,145,608",42,"53,504,045","1,566","1,434,975","73,823","50,000","1,239,640","5,000",11,12,25,32,44,45,23,55733418000 ,0
2013,558 ,2013.8.10,10,"1,315,913,663",51,"43,003,715","1,408","1,557,663","77,834","50,000","1,206,457","5,000",12,15,19,26,40,43,29,54939001000 ,0
2013,557 ,2013.8.3,7,"1,888,069,286",43,"51,226,687","1,503","1,465,568","74,569","50,000","1,238,570","5,000",4,20,26,28,35,40,31,55086560000 ,0
2013,556 ,2013.7.27,7,"2,005,209,161",41,"57,058,798","1,411","1,657,981","73,689","50,000","1,257,532","5,000",12,20,23,28,30,44,43,57374791000 ,0
2013,555 ,2013.7.20,8,"1,711,027,360",46,"49,594,996","1,554","1,468,063","78,046","50,000","1,296,730","5,000",11,17,21,24,26,36,12,57273817000 ,0
2013,554 ,2013.7.13,2,"6,813,893,625",41,"55,397,510","1,484","1,530,525","74,436","50,000","1,234,010","5,000",13,14,17,32,41,42,6,56124466000 ,0
2013,553 ,2013.7.6,6,"2,249,631,438",52,"43,262,144","1,647","1,365,897","77,687","50,000","1,272,468","5,000",2,7,17,28,29,39,37,56487483000 ,0
2013,552 ,2013.6.29,10,"1,330,824,225",45,"49,289,787","1,808","1,226,793","86,409","50,000","1,347,284","5,000",1,10,20,32,35,40,43,57602386000 ,0
2013,551 ,2013.6.22,1,"13,526,973,750",32,"70,452,989","1,440","1,565,622","77,811","50,000","1,313,634","5,000",3,6,20,24,27,44,25,56989370000 ,0
2013,550 ,2013.6.15,11,"1,118,679,205",58,"35,360,550","2,728","751,801","103,421","50,000","1,328,508","5,000",1,7,14,20,34,37,41,56441770000 ,0
2013,549 ,2013.6.8,8,"1,760,805,047",35,"67,078,288","1,487","1,578,844","71,700","50,000","1,213,077","5,000",29,31,35,38,40,44,17,56864611000 ,0
2013,548 ,2013.6.1,8,"1,736,871,891",46,"50,344,113","1,646","1,406,944","78,057","50,000","1,291,286","5,000",1,12,13,21,32,45,14,57771827000 ,0
2013,547 ,2013.5.25,5,"2,838,444,450",54,"43,803,156","1,548","1,528,018","75,527","50,000","1,256,984","5,000",6,7,15,22,34,39,28,57968466000 ,0
2013,546 ,2013.5.18,30,"405,939,950",55,"36,903,632","3,110","652,637","104,469","50,000","1,379,107","5,000",8,17,20,27,37,43,6,56713166000 ,0
2013,545 ,2013.5.11,11,"1,198,994,353",42,"52,337,056","1,497","1,468,375","77,301","50,000","1,306,657","5,000",4,24,25,27,34,35,2,55967171000 ,0
2013,544 ,2013.5.4,13,"1,046,388,433",47,"48,237,765","1,527","1,484,725","74,263","50,000","1,235,509","5,000",5,17,21,25,36,44,10,56056189000 ,0
2013,543 ,2013.4.27,12,"1,112,934,844",47,"47,358,930","1,968","1,131,032","81,520","50,000","1,280,433","5,000",13,18,26,31,34,44,12,56570245000 ,0
2013,542 ,2013.4.20,6,"2,335,152,563",26,"89,813,561","1,456","1,603,814","72,242","50,000","1,236,252","5,000",5,6,19,26,41,45,34,56949161000 ,0
2013,541 ,2013.4.13,11,"1,269,327,171",40,"58,177,496","1,444","1,611,565","73,911","50,000","1,246,235","5,000",8,13,26,28,32,34,43,57087047000 ,0
