date,round,total_sale,first_num,first_amount,carry_over,4등 당첨게임 수,5등 당첨게임 수,fourth_fifth_num,log_total_sale,cf_total_sale,cf_total_sale_adjusted
2018-09-08,823.0,77400124000.0,9.0,2009843917,0.0,"112,065","1,795,737",1907802,25.07225421960799,,77400124000.0
2018-09-15,824.0,78257422000.0,15.0,1256646550,0.0,"105,359","1,745,566",1850925,25.083269511708966,,78257422000.0
2018-09-22,825.0,82890578000.0,12.0,1658710563,0.0,"113,070","1,850,484",1963554,25.14078723762241,,82890578000.0
2018-09-29,826.0,78218740000.0,9.0,2075192084,0.0,"108,626","1,755,153",1863779,25.082775097731865,,78218740000.0
2018-10-06,827.0,76490125000.0,15.0,1206500375,0.0,"106,164","1,761,371",1867535,25.0604274844794,,76490125000.0
2018-10-13,828.0,77552827000.0,13.0,1455185972,0.0,"100,644","1,704,198",1804842,25.07422517980524,,77552827000.0
2018-10-20,829.0,77998807000.0,8.0,2444650641,0.0,"94,679","1,637,836",1732515,25.07995936864724,,77998807000.0
2018-10-27,830.0,77714000000.0,9.0,2060528750,0.0,"106,206","1,764,071",1870277,25.076301258269694,,77714000000.0
2018-11-03,831.0,77622753000.0,16.0,1110702258,0.0,"117,332","1,849,959",1967291,25.07512642992118,,77622753000.0
2018-11-10,832.0,77411900000.0,9.0,2088204584,0.0,"102,312","1,706,379",1808691,25.072406352494294,,77411900000.0
2018-11-17,833.0,77738402000.0,8.0,2356317282,0.0,"103,152","1,715,510",1818662,25.076615206460733,,77738402000.0
2018-11-24,834.0,75941791000.0,11.0,1690693671,0.0,"99,132","1,643,491",1742623,25.053232975880704,,75941791000.0
2018-12-01,835.0,77694435000.0,15.0,1233681125,0.0,"106,763","1,767,089",1873852,25.07604947013344,,77694435000.0
2018-12-08,836.0,74536697000.0,14.0,1257843670,0.0,"103,846","1,719,260",1823106,25.034557418236815,,74536697000.0
2018-12-15,837.0,76614176000.0,6.0,3144449125,0.0,"97,334","1,656,959",1754293,25.062047961844645,,76614176000.0
2018-12-22,838.0,79414484000.0,5.0,3813733050,0.0,"107,897","1,777,501",1885398,25.097946606699356,,79414484000.0
2018-12-29,839.0,79219710000.0,13.0,1359454904,0.0,"126,227","1,946,924",2073151,25.095490968441737,,79219710000.0
2019-01-05,840.0,84057771000.0,10.0,2042961788,0.0,"110,586","1,852,019",1962605,25.15477014939807,,84057771000.0
2019-01-12,841.0,81580789000.0,17.0,1116095714,0.0,"119,648","1,901,965",2021613,25.124859642277166,,81580789000.0
2019-01-19,842.0,81957444000.0,10.0,2035475025,0.0,"103,190","1,735,911",1839101,25.129465973886454,,81957444000.0
2019-01-26,843.0,81857498000.0,5.0,4012970100,0.0,"105,717","1,777,953",1883670,25.128245743165362,,81857498000.0
2019-02-02,844.0,87805610000.0,18.0,1162963542,0.0,"120,078","1,997,556",2117634,25.19839123076267,,87805610000.0
2019-02-09,845.0,83884034000.0,11.0,1891217182,0.0,"105,790","1,782,933",1888723,25.152701134336837,,83884034000.0
2019-02-16,846.0,83936839000.0,13.0,1596884395,0.0,"106,009","1,797,728",1903737,25.153330436291935,,83936839000.0
2019-02-23,847.0,83782512000.0,8.0,2520846657,0.0,"114,324","1,857,205",1971529,25.151490135305377,,83782512000.0
2019-03-02,848.0,84523266000.0,7.0,3011580858,0.0,"103,845","1,792,259",1896104,25.160292670689294,,84523266000.0
2019-03-09,849.0,82333674000.0,17.0,1158252883,0.0,"113,125","1,851,371",1964496,25.13404602254954,,82333674000.0
2019-03-16,850.0,81474176000.0,6.0,3377587875,0.0,"101,591","1,727,367",1828958,25.123551948087137,,81474176000.0
2019-03-23,851.0,81099116000.0,8.0,2483692313,0.0,"106,132","1,750,048",1856180,25.11893789788507,,81099116000.0
2019-03-30,852.0,81470793000.0,4.0,4801543407,0.0,"114,850","1,876,933",1991783,25.123510424865877,,81470793000.0
2019-04-06,853.0,82244370000.0,7.0,2885006786,0.0,"105,158","1,787,511",1892669,25.13296077440107,,82244370000.0
2019-04-13,854.0,81823338000.0,6.0,3421706750,0.0,"99,152","1,716,083",1815235,25.127828345486673,,81823338000.0
2019-04-20,855.0,82374732000.0,9.0,2269510500,0.0,"102,532","1,765,328",1867860,25.134544576349526,,82374732000.0
2019-04-27,856.0,80496424000.0,5.0,3977927550,0.0,"104,537","1,700,369",1804906,25.11147859802398,,80496424000.0
2019-05-04,857.0,80933117000.0,15.0,1284915425,0.0,"111,971","1,833,940",1945911,25.116888934478194,,80933117000.0
2019-05-11,858.0,81366889000.0,9.0,2202347459,0.0,"106,176","1,789,295",1895471,25.12223425816017,,81366889000.0
2019-05-18,859.0,80944223000.0,11.0,1853927489,0.0,"97,729","1,678,945",1776674,25.1170261494833,,80944223000.0
2019-05-25,860.0,81846672000.0,10.0,1879899825,0.0,"128,867","1,882,931",2011798,25.12811348019349,,81846672000.0
2019-06-01,861.0,81032551000.0,4.0,4872108844,0.0,"108,644","1,819,899",1928543,25.11811677509059,,81032551000.0
2019-06-08,862.0,80609005000.0,9.0,2190922709,0.0,"104,765","1,755,036",1859801,25.112876204784026,,80609005000.0
2019-06-15,863.0,81288540000.0,7.0,2853357322,0.0,"104,949","1,753,097",1858046,25.12127088415487,,81288540000.0
2019-06-22,864.0,82220290000.0,11.0,1716553637,0.0,"122,913","1,957,675",2080588,25.132667945532276,,82220290000.0
2019-06-29,865.0,81748217000.0,13.0,1551729145,0.0,"104,626","1,749,234",1853860,25.12690983608837,,81748217000.0
2019-07-06,866.0,81961886000.0,9.0,2240409000,0.0,"104,919","1,770,017",1874936,25.129520171277345,,81961886000.0
2019-07-13,867.0,81607190000.0,5.0,3933755250,0.0,"109,516","1,820,552",1930068,25.12518320777987,,81607190000.0
2019-07-20,868.0,80549078000.0,6.0,3233804250,0.0,"109,133","1,789,491",1898624,25.112132500197244,,80549078000.0
2019-07-27,869.0,80268389000.0,10.0,1922582588,0.0,"108,562","1,814,332",1922894,25.108641719123952,,80268389000.0
2019-08-03,870.0,78688663000.0,10.0,1928842988,0.0,"102,000","1,705,285",1807285,25.088764928625867,,78688663000.0
2019-08-10,871.0,79527502000.0,7.0,2718071358,0.0,"108,666","1,792,357",1901023,25.099368735891172,,79527502000.0
2019-08-17,872.0,81002518000.0,16.0,1262705579,0.0,"99,681","1,715,898",1815579,25.11774607755543,,81002518000.0
2019-08-24,873.0,82375586000.0,10.0,1874553225,0.0,"123,684","2,001,910",2125594,25.13455494355258,,82375586000.0
2019-08-31,874.0,82990138000.0,18.0,1117123917,0.0,"110,655","1,830,269",1940924,25.141987618406333,,82990138000.0
2019-09-07,875.0,80635281000.0,14.0,1415946724,0.0,"105,071","1,726,617",1831688,25.11320212021191,,80635281000.0
2019-09-14,876.0,85088368000.0,19.0,1090657856,0.0,"112,619","1,856,647",1969266,25.166956176931855,,85088368000.0
2019-09-21,877.0,84584730000.0,12.0,1716607188,0.0,"109,806","1,867,270",1977076,25.161019590813243,,84584730000.0
2019-09-28,878.0,84183676000.0,6.0,3207993500,0.0,"129,139","1,994,188",2123327,25.15626686766517,,84183676000.0
2019-10-05,879.0,83174251000.0,6.0,3206361313,0.0,"123,497","1,952,277",2075774,25.144203653700696,,83174251000.0
2019-10-12,880.0,83862502000.0,7.0,2837810465,0.0,"114,994","1,939,064",2054058,25.15244441368398,,83862502000.0
2019-10-19,881.0,84495552000.0,8.0,2503212282,0.0,"116,952","1,939,849",2056801,25.1599647308708,,84495552000.0
2019-10-26,882.0,84351602000.0,5.0,4127270400,0.0,"109,226","1,839,873",1949099,25.15825963805205,,84351602000.0
2019-11-02,883.0,85624171000.0,15.0,1360519525,0.0,"119,613","1,924,209",2043822,25.173233451730106,,85624171000.0
2019-11-09,884.0,86554613000.0,12.0,1799077282,0.0,"108,076","1,817,654",1925730,25.184041415819593,,86554613000.0
2019-11-16,885.0,83396319000.0,13.0,1543832568,0.0,"111,832","1,869,359",1981191,25.146870008646413,,83396319000.0
2019-11-23,886.0,84186094000.0,7.0,2974643786,0.0,"109,766","1,768,281",1878047,25.156295590160905,,84186094000.0
2019-11-30,887.0,84416872000.0,8.0,2535268688,0.0,"114,719","1,885,924",2000643,25.159033123783207,,84416872000.0
2019-12-07,888.0,82777313000.0,8.0,2370359204,0.0,"123,025","1,990,715",2113740,25.13941986320889,,82777313000.0
2019-12-14,889.0,86734222000.0,10.0,2108986950,0.0,"114,198","1,907,477",2021675,25.18611436026886,,86734222000.0
2019-12-21,890.0,86693498000.0,9.0,2335486167,0.0,"114,859","1,915,593",2030452,25.185644723687712,,86693498000.0
2019-12-28,891.0,89742677000.0,7.0,3082673947,0.0,"122,132","1,998,623",2120755,25.22021226767112,,89742677000.0
2020-01-04,892.0,93091115000.0,17.0,1282017464,0.0,"134,155","2,155,749",2289904,25.25684458165911,,93091115000.0
2020-01-11,893.0,87661567000.0,9.0,2377433625,0.0,"116,062","1,899,696",2015758,25.1967494076614,,87661567000.0
2020-01-18,894.0,88465183000.0,9.0,2377935959,0.0,"116,749","1,971,982",2088731,25.205874899123945,,88465183000.0
2020-01-25,895.0,96962255000.0,12.0,1928079219,0.0,"134,059","2,185,782",2319841,25.297587616010176,,96962255000.0
2020-02-01,896.0,90461998000.0,7.0,3053222036,0.0,"128,068","2,066,172",2194240,25.228195687862517,,90461998000.0
2020-02-08,897.0,88231474000.0,13.0,1619922520,0.0,"121,076","1,996,656",2117732,25.20322958437659,,88231474000.0
2020-02-15,898.0,90067839000.0,8.0,2639313235,0.0,"137,051","2,005,739",2142790,25.223828990003923,,90067839000.0
2020-02-22,899.0,85877347000.0,6.0,3359356063,0.0,"121,900","1,993,765",2115665,25.17618591753758,,85877347000.0
2020-02-29,900.0,83639372000.0,6.0,3349851375,0.0,"113,132","1,872,855",1985987,25.149780203109454,,83639372000.0
2020-03-07,901.0,84783962000.0,9.0,2267974667,0.0,"114,451","1,890,747",2005198,25.163372234498944,,84783962000.0
2020-03-14,902.0,87501981000.0,13.0,1619317529,0.0,"119,126","1,945,304",2064430,25.1949272700537,,87501981000.0
2020-03-21,903.0,88625160000.0,13.0,1684582212,0.0,"111,981","1,902,821",2014802,25.207681627156735,,88625160000.0
2020-03-28,904.0,88938220000.0,8.0,2718077813,0.0,"115,626","1,938,996",2054622,25.211207808336447,,88938220000.0
2020-04-04,905.0,90357634000.0,7.0,3017862536,0.0,"129,133","2,111,090",2240223,25.227041344051123,,90357634000.0
2020-04-11,906.0,90948274000.0,9.0,2472607250,0.0,"117,171","1,988,860",2106031,25.233556764270325,,90948274000.0
2020-04-18,907.0,89331282000.0,7.0,3165059036,0.0,"112,189","1,903,128",2015317,25.215617565838944,,89331282000.0
2020-04-25,908.0,89923601000.0,8.0,2834856141,0.0,"108,610","1,858,567",1967177,25.222226268998128,,89923601000.0
2020-05-02,909.0,89543261000.0,11.0,2021062875,0.0,"111,558","1,910,295",2021853,25.217987708573386,,89543261000.0
2020-05-09,910.0,86308857000.0,21.0,941316375,0.0,"128,516","2,074,354",2202870,25.18119806012887,,86308857000.0
2020-05-16,911.0,89332410000.0,10.0,2113538625,0.0,"123,236","2,064,778",2188014,25.215630192914848,,89332410000.0
2020-05-23,912.0,88599155000.0,14.0,1493500581,0.0,"125,332","2,030,860",2156192,25.207388157265918,,88599155000.0
2020-05-30,913.0,89336949000.0,16.0,1338755602,0.0,"122,530","1,996,371",2118901,25.215681001850708,,89336949000.0
2020-06-06,914.0,89558503000.0,11.0,1950005557,0.0,"122,904","2,006,794",2129698,25.218157913485904,,89558503000.0
2020-06-13,915.0,87862418000.0,6.0,3518640500,0.0,"119,025","1,966,167",2085192,25.199037996171572,,87862418000.0
2020-06-20,916.0,89133044000.0,11.0,2025384341,0.0,"111,426","1,857,917",1969343,25.213395966867576,,89133044000.0
2020-06-27,917.0,88950867000.0,10.0,2144799638,0.0,"117,542","2,000,201",2117743,25.211349998059656,,88950867000.0
2020-07-04,918.0,89200857000.0,18.0,1117622646,0.0,"137,216","2,183,337",2320553,25.21415648410954,,89200857000.0
2020-07-11,919.0,90218056000.0,5.0,4305150450,0.0,"122,864","2,052,965",2175829,25.22549542136576,,90218056000.0
2020-07-18,920.0,89805177000.0,7.0,3120260197,0.0,"117,181","1,984,222",2101403,25.220908460926925,,89805177000.0
2020-07-25,921.0,89888341000.0,17.0,1232573405,0.0,"129,993","2,101,238",2231231,25.221834081470874,,89888341000.0
2020-08-01,922.0,89266682000.0,6.0,3417904500,0.0,"136,052","2,097,501",2233553,25.214894153305337,,89266682000.0
2020-08-08,923.0,87867402000.0,8.0,2667554625,0.0,"115,877","1,937,187",2053064,25.19909471961215,,87867402000.0
2020-08-15,924.0,87708256000.0,9.0,2382430667,0.0,"113,214","1,920,852",2034066,25.197281871004346,,87708256000.0
2020-08-22,925.0,87901067000.0,12.0,1771080532,0.0,"117,863","1,944,019",2061882,25.199477780357952,,87901067000.0
2020-08-29,926.0,88372251000.0,10.0,2032490663,0.0,"133,167","2,085,580",2218747,25.204823854597308,,88372251000.0
2020-09-05,927.0,91067752000.0,6.0,3714203875,0.0,"118,446","1,979,589",2098035,25.234869593912702,,91067752000.0
2020-09-12,928.0,90818982000.0,7.0,3134591358,0.0,"121,873","2,011,931",2133804,25.23213415356859,,90818982000.0
2020-09-19,929.0,92344620000.0,16.0,1308035157,0.0,"140,880","2,244,712",2385592,25.2487932852623,,92344620000.0
2020-09-26,930.0,94518415000.0,8.0,2832418829,0.0,"128,480","2,124,548",2253028,25.272060520186727,,94518415000.0
2020-10-03,931.0,95695802000.0,8.0,2957108063,0.0,"121,943","2,041,653",2163596,25.284440268194473,,95695802000.0
2020-10-10,932.0,96049289000.0,7.0,3390022983,0.0,"120,969","2,067,196",2188165,25.288127323738994,,96049289000.0
2020-10-17,933.0,93484851000.0,8.0,2927797079,0.0,"114,043","1,962,088",2076131,25.261065238723795,,93484851000.0
2020-10-24,934.0,93028347000.0,4.0,5765772844,0.0,"116,726","1,985,417",2102143,25.25617009010723,,93028347000.0
2020-10-31,935.0,93934898000.0,13.0,1711055424,0.0,"134,376","2,118,071",2252447,25.265867804807844,,93934898000.0
2020-11-07,936.0,92246146000.0,14.0,1492069179,0.0,"140,160","2,252,623",2392783,25.247726341216556,,92246146000.0
2020-11-14,937.0,93720454000.0,11.0,2058420819,0.0,"124,141","2,092,601",2216742,25.26358229479109,,93720454000.0
2020-11-21,938.0,93452425000.0,10.0,2249466563,0.0,"124,971","2,096,955",2221926,25.26071832021702,,93452425000.0
2020-11-28,939.0,93340002000.0,13.0,1708363039,0.0,"128,408","2,127,595",2256003,25.259514598895123,,93340002000.0
2020-12-05,940.0,93920183000.0,8.0,2846071079,0.0,"123,292","2,087,480",2210772,25.265711141491078,,93920183000.0
2020-12-12,941.0,94867600000.0,16.0,1347297422,0.0,"145,544","2,282,851",2428395,25.275748072255297,,94867600000.0
2020-12-19,942.0,92731965000.0,6.0,3761680313,0.0,"120,907","2,045,438",2166345,25.25297907208725,,92731965000.0
2020-12-26,943.0,100081000000.0,7.0,3435045108,0.0,"135,763","2,238,429",2374192,25.32924569506154,,100081000000.0
2021-01-02,944.0,107181000000.0,13.0,1961836356,0.0,"147,665","2,440,455",2588120,25.39778483106849,,107181000000.0
2021-01-09,945.0,94837109000.0,13.0,1765554491,0.0,"124,224","2,120,882",2245106,25.275426614760402,,94837109000.0
2021-01-16,946.0,99380178000.0,11.0,2157656182,0.0,"138,433","2,224,563",2362996,25.32221851422383,,99380178000.0
2021-01-23,947.0,99449916000.0,18.0,1275855750,0.0,"146,908","2,351,804",2498712,25.322919997600486,,99449916000.0
2021-01-30,948.0,100519000000.0,11.0,2188548716,0.0,"137,929","2,252,913",2390842,25.33361260130332,,100519000000.0
2021-02-06,949.0,100519000000.0,10.0,2458569713,0.0,"130,363","2,192,075",2322438,25.33361260130332,,100519000000.0
2021-02-13,950.0,108871000000.0,8.0,3281920500,0.0,"146,270","2,422,941",2569211,25.413429532064146,,108871000000.0
2021-02-20,951.0,102937000000.0,14.0,1747552661,0.0,"142,335","2,346,154",2488489,25.35738298755614,,102937000000.0
2021-02-27,952.0,102356000000.0,9.0,2713699834,0.0,"141,776","2,304,925",2446701,25.351722769709692,,102356000000.0
2021-03-06,953.0,99180891000.0,14.0,1640636009,0.0,"146,120","2,331,848",2477968,25.320211201633107,,99180891000.0
2021-03-13,954.0,101455000000.0,10.0,2478795900,0.0,"132,057","2,214,839",2346896,25.342881187366,,101455000000.0
2021-03-20,955.0,99784736000.0,12.0,2023170188,0.0,"130,744","2,196,889",2327633,25.32628106267463,,99784736000.0
2021-03-27,956.0,97065255000.0,11.0,2022982671,0.0,"144,650","2,325,943",2470593,25.29864932122585,,97065255000.0
2021-04-03,957.0,96654698000.0,11.0,2126634137,0.0,"129,545","2,131,893",2261438,25.294410649800156,,96654698000.0
2021-04-10,958.0,98635947000.0,15.0,1596119675,0.0,"131,097","2,168,146",2299243,25.314701606150546,,98635947000.0
2021-04-17,959.0,97435835000.0,8.0,3015312891,0.0,"123,802","2,072,896",2196698,25.302459895741563,,97435835000.0
2021-04-24,960.0,98784879000.0,10.0,2401133213,0.0,"129,546","2,180,006",2309552,25.31621038342871,,98784879000.0
2021-05-01,961.0,97153309000.0,9.0,2575231209,0.0,"133,764","2,197,136",2330900,25.299556072920634,,97153309000.0
2021-05-08,962.0,95956365000.0,12.0,1940906094,0.0,"126,528","2,119,457",2245985,25.287159393833605,,95956365000.0
2021-05-15,963.0,95452215000.0,15.0,1476478125,0.0,"141,987","2,219,439",2361426,25.281891592715862,,95452215000.0
2021-05-22,964.0,95549895000.0,10.0,2345861063,0.0,"123,780","2,061,560",2185340,25.282914408730992,,95549895000.0
2021-05-29,965.0,96174650000.0,7.0,3403348929,0.0,"122,129","2,043,257",2165386,25.289431646378773,,96174650000.0
2021-06-05,966.0,95640447000.0,10.0,2411303513,0.0,"115,370","1,980,202",2095572,25.283861653302274,,95640447000.0
2021-06-12,967.0,94515565000.0,4.0,5809776094,0.0,"121,200","2,042,462",2163662,25.27203036687778,,94515565000.0
2021-06-19,968.0,95924229000.0,13.0,1667729683,0.0,"148,150","2,329,460",2477610,25.286824435517808,,95924229000.0
2021-06-26,969.0,96728751000.0,20.0,1149427894,0.0,"133,079","2,211,803",2344882,25.295176516827585,,96728751000.0
2021-07-03,970.0,93268371000.0,14.0,1611544045,0.0,"124,923","2,061,176",2186099,25.258746884109694,,93268371000.0
2021-07-10,971.0,94471924000.0,6.0,3725880250,0.0,"131,409","2,171,694",2303103,25.2715685267739,,94471924000.0
2021-07-17,972.0,93916813000.0,20.0,1124886244,0.0,"126,989","2,122,398",2249387,25.265675259315874,,93916813000.0
2021-07-24,973.0,93953872000.0,8.0,2912742750,0.0,"117,757","2,003,966",2121723,25.266069775368024,,93953872000.0
2021-07-31,974.0,94146055000.0,17.0,1317034523,0.0,"129,473","2,149,319",2278792,25.26811318995024,,94146055000.0
2021-08-07,975.0,94253719000.0,9.0,2440410375,0.0,"135,604","2,212,347",2347951,25.269256121381993,,94253719000.0
2021-08-14,976.0,97492178000.0,7.0,3243867215,0.0,"142,375","2,270,249",2412624,25.30303798609094,,97492178000.0
2021-08-21,977.0,95895844000.0,14.0,1669905911,0.0,"125,781","2,097,459",2223240,25.28652848108756,,95895844000.0
2021-08-28,978.0,98855197000.0,10.0,2373391388,0.0,"133,915","2,217,326",2351241,25.31692195978903,,98855197000.0
2021-09-04,979.0,99507886000.0,14.0,1606400518,0.0,"154,980","2,403,760",2558740,25.32350273425175,,99507886000.0
2021-09-11,980.0,99593380000.0,7.0,3409443215,0.0,"135,751","2,237,534",2373285,25.324361533464558,,99593380000.0
2021-09-18,981.0,105645000000.0,13.0,1992863193,0.0,"136,630","2,289,650",2426280,25.383350253811894,,105645000000.0
2021-09-25,982.0,101344000000.0,8.0,3023630672,0.0,"139,208","2,291,933",2431141,25.34178650730264,,101344000000.0
2021-10-02,983.0,101899000000.0,10.0,2503422225,0.0,"131,780","2,196,308",2328088,25.34724796358425,,101899000000.0
2021-10-09,984.0,98762367000.0,7.0,3453006268,0.0,"128,129","2,149,335",2277464,25.315982468329377,,98762367000.0
2021-10-16,985.0,98811446000.0,10.0,2434752975,0.0,"126,523","2,123,240",2249763,25.316479285192546,,98811446000.0
2021-10-23,986.0,99041240000.0,10.0,2375275125,0.0,"133,889","2,231,167",2365056,25.318802165998182,,99041240000.0
2021-10-30,987.0,100270000000.0,10.0,2378711625,0.0,"140,004","2,283,682",2423686,25.331132384482245,,100270000000.0
2021-11-06,988.0,98606195000.0,9.0,2678489375,0.0,"129,322","2,139,025",2268347,25.314399926195907,,98606195000.0
2021-11-13,989.0,96525658000.0,4.0,5826768563,0.0,"127,891","2,158,436",2286327,25.293074695960293,,96525658000.0
2021-11-20,990.0,99567047000.0,14.0,1740095277,0.0,"129,113","2,169,219",2298332,25.324097093379244,,99567047000.0
2021-11-27,991.0,98026282000.0,8.0,2904166032,0.0,"138,068","2,226,394",2364462,25.308501463335638,,98026282000.0
2021-12-04,992.0,97066498000.0,12.0,1986955563,0.0,"124,311","2,105,282",2229593,25.29866212696196,,97066498000.0
2021-12-11,993.0,99323653000.0,6.0,3991197063,0.0,"132,583","2,220,620",2353203,25.321649577014718,,99323653000.0
2021-12-18,994.0,95530936000.0,12.0,1861582063,0.0,"137,937","2,216,661",2354598,25.282715969149553,,95530936000.0
2021-12-25,995.0,100878000000.0,7.0,3447271875,0.0,"138,372","2,269,218",2407590,25.33717770287126,,100878000000.0
2022-01-01,996.0,112624000000.0,18.0,1491185771,0.0,"155,856","2,546,181",2702037,25.447320673812186,,112624000000.0
2022-01-08,997.0,102432000000.0,19.0,1253749560,0.0,"155,887","2,331,995",2487882,25.352465000733865,,102432000000.0
2022-01-15,998.0,101682000000.0,12.0,2076499657,0.0,"129,576","2,227,628",2357204,25.3451161331857,,101682000000.0
2022-01-22,999.0,102581000000.0,16.0,1513274790,0.0,"143,217","2,369,326",2512543,25.353918567349,,102581000000.0
2022-01-29,1000.0,118629000000.0,22.0,1246819620,0.0,"180,052","2,747,686",2927738,25.49926681301296,,118629000000.0
2022-02-05,1001.0,103967000000.0,12.0,2077279594,0.0,"140,255","2,346,904",2487159,25.36733937804274,,103967000000.0
2022-02-12,1002.0,105795000000.0,8.0,3088449563,0.0,"155,418","2,436,676",2592094,25.384769096274663,,105795000000.0
2022-02-19,1003.0,103479000000.0,14.0,1811116822,0.0,"133,896","2,247,475",2381371,25.362634530514416,,103479000000.0
2022-02-26,1004.0,106112000000.0,10.0,2576251913,0.0,"140,047","2,340,772",2480819,25.387760977019187,,106112000000.0
2022-03-05,1005.0,103755000000.0,12.0,2061199344,0.0,"143,067","2,349,017",2492084,25.36529818766707,,103755000000.0
2022-03-12,1006.0,104542000000.0,9.0,2855602125,0.0,"131,234","2,288,458",2419692,25.372854741481127,,104542000000.0
2022-03-19,1007.0,101530000000.0,9.0,2718786375,0.0,"137,134","2,256,573",2393707,25.343620158259544,,101530000000.0
2022-03-26,1008.0,103727000000.0,11.0,2267377910,0.0,"141,072","2,311,009",2452081,25.36502828473409,,103727000000.0
2022-04-02,1009.0,103771000000.0,15.0,1702462825,0.0,"133,476","2,232,525",2366001,25.365452385213707,,103771000000.0
2022-04-09,1010.0,103012000000.0,8.0,3119380079,0.0,"136,828","2,278,193",2415021,25.358111323244252,,103012000000.0
2022-04-16,1011.0,101799000000.0,11.0,2220348512,0.0,"137,485","2,292,065",2429550,25.346266117831874,,101799000000.0
2022-04-23,1012.0,101948000000.0,13.0,1861944318,0.0,"141,514","2,324,952",2466466,25.34772871631491,,101948000000.0
2022-04-30,1013.0,101748000000.0,5.0,5047570725,0.0,"128,697","2,157,701",2286398,25.34576500505628,,101748000000.0
2022-05-07,1014.0,102396000000.0,10.0,2410449338,0.0,"143,906","2,372,712",2516618,25.35211348628886,,102396000000.0
2022-05-14,1015.0,102563000000.0,8.0,3051105610,0.0,"144,321","2,304,033",2448354,25.353743080861012,,102563000000.0
2022-05-21,1016.0,101583000000.0,11.0,2260660671,0.0,"132,413","2,202,914",2335327,25.34414203525612,,101583000000.0
2022-05-28,1017.0,101383000000.0,7.0,3517684822,0.0,"133,621","2,235,724",2369345,25.34217126118822,,101383000000.0
2022-06-04,1018.0,101152000000.0,2.0,12361744688,0.0,"130,602","2,216,230",2346832,25.33989017297962,,101152000000.0
2022-06-11,1019.0,102805000000.0,50.0,438565140,0.0,"192,646","2,506,493",2699139,25.356099826916974,,102805000000.0
2022-06-18,1020.0,104996000000.0,13.0,1966431520,0.0,"138,221","2,300,467",2438688,25.377188091140198,,104996000000.0
2022-06-25,1021.0,101960000000.0,12.0,2108962250,0.0,"126,484","2,182,497",2308981,25.347846416454328,,101960000000.0
2022-07-02,1022.0,99233031000.0,5.0,4866468075,0.0,"127,962","2,155,059",2283021,25.320736769604093,,99233031000.0
2022-07-09,1023.0,100400000000.0,9.0,2745677875,0.0,"127,810","2,172,239",2300049,25.33242804420404,,100400000000.0
2022-07-16,1024.0,100081000000.0,8.0,3020323500,0.0,"134,065","2,224,097",2358162,25.32924569506154,,100081000000.0
2022-07-23,1025.0,101319000000.0,4.0,6118853344,0.0,"134,665","2,258,426",2393091,25.34153979231148,,101319000000.0
2022-07-30,1026.0,101556000000.0,15.0,1619118475,0.0,"138,907","2,290,094",2429001,25.34387620742238,,101556000000.0
2022-08-06,1027.0,101195000000.0,10.0,2460504338,0.0,"134,097","2,217,201",2351298,25.34031518546458,,101195000000.0
2022-08-13,1028.0,100614000000.0,20.0,1181235132,0.0,"142,778","2,333,653",2476431,25.33455724993944,,100614000000.0
2022-08-20,1029.0,101336000000.0,10.0,2527848450,0.0,"125,573","2,136,972",2262545,25.34170756512774,,101336000000.0
2022-08-27,1030.0,104900000000.0,19.0,1276406507,0.0,"154,929","2,473,576",2628505,25.37627335234866,,104900000000.0
2022-09-03,1031.0,104316000000.0,8.0,3213957563,0.0,"132,815","2,247,015",2379830,25.370690590831337,,104316000000.0
2022-09-10,1032.0,110907000000.0,10.0,2675257538,0.0,"149,807","2,458,611",2608418,25.431957849238618,,110907000000.0
2022-09-17,1033.0,104642000000.0,13.0,1913414943,0.0,"145,505","2,376,004",2521509,25.373810837622493,,104642000000.0
2022-09-24,1034.0,107150000000.0,9.0,2868856209,0.0,"142,939","2,400,364",2543303,25.397495558865998,,107150000000.0
2022-10-01,1035.0,106760000000.0,8.0,3231193735,0.0,"141,624","2,366,499",2508123,25.393849161482734,,106760000000.0
2022-10-08,1036.0,103754000000.0,9.0,2837323167,0.0,"133,443","2,231,388",2364831,25.36528854953089,,103754000000.0
2022-10-15,1037.0,104840000000.0,15.0,1708576825,0.0,"137,021","2,279,500",2416521,25.375701215401616,,104840000000.0
2022-10-22,1038.0,104932000000.0,15.0,1627457225,0.0,"154,690","2,436,512",2591202,25.376578358260517,,104932000000.0
2022-10-29,1039.0,105259000000.0,16.0,1585019672,0.0,"140,403","2,359,126",2499529,25.37968981654191,,105259000000.0
2022-11-05,1040.0,104007000000.0,7.0,3660482625,0.0,"133,245","2,235,373",2368618,25.36772404151503,,104007000000.0
2022-11-12,1041.0,105302000000.0,25.0,935091165,0.0,"167,535","2,620,869",2788404,25.380098249258296,,105302000000.0
2022-11-19,1042.0,106510000000.0,20.0,1240663669,0.0,"157,156","2,462,593",2619749,25.391504714401485,,106510000000.0
2022-11-26,1043.0,107046000000.0,17.0,1468646956,0.0,"155,087","2,495,858",2650945,25.39652448556703,,107046000000.0
2022-12-03,1044.0,102892000000.0,8.0,3136941235,0.0,"134,226","2,254,796",2389022,25.35694573138022,,102892000000.0
2022-12-10,1045.0,105380000000.0,13.0,1990060443,0.0,"135,872","2,280,432",2416304,25.38083870172755,,105380000000.0
