date,round,total_sale,first_num,first_amount,carry_over,4등 당첨게임 수,5등 당첨게임 수,fourth_fifth_num,log_total_sale,cf_total_sale,cf_total_sale_adjusted
2014-05-24,599.0,57381791000.0,8.0,1710918329,0.0,"79,069","1,297,530",1376599,24.772992859978707,,57381791000.0
2014-05-31,600.0,56372519000.0,15.0,901798725,0.0,"77,138","1,258,677",1335815,24.755247624931656,,56372519000.0
2014-06-07,601.0,55868455000.0,9.0,1524565209,0.0,"72,233","1,205,559",1277792,24.746265746553807,,55868455000.0
2014-06-14,602.0,56262855000.0,8.0,1689530860,0.0,"77,026","1,251,693",1328719,24.75330038525451,,56262855000.0
2014-06-21,603.0,56276650000.0,4.0,3452136563,0.0,"71,799","1,227,396",1299195,24.753545543611462,,56276650000.0
2014-06-28,604.0,56266399000.0,11.0,1229141557,0.0,"75,476","1,266,398",1341874,24.75336337331984,,56266399000.0
2014-07-05,605.0,56622924000.0,9.0,1394232250,0.0,"92,980","1,386,335",1479315,24.759679757825875,,56622924000.0
2014-07-12,606.0,56928896000.0,10.0,1311566850,0.0,"82,879","1,366,588",1449467,24.765068887485292,,56928896000.0
2014-07-19,607.0,56806213000.0,4.0,3494480907,0.0,"73,277","1,220,405",1293682,24.76291154049436,,56806213000.0
2014-07-26,608.0,56146117000.0,7.0,1943530018,0.0,"74,353","1,243,159",1317512,24.751223361687963,,56146117000.0
2014-08-02,609.0,54858201000.0,2.0,6339311438,0.0,"80,472","1,300,134",1380606,24.72801752935529,,54858201000.0
2014-08-09,610.0,56862756000.0,4.0,3516018375,0.0,"71,718","1,218,676",1290394,24.76390641192077,,56862756000.0
2014-08-16,611.0,57411079000.0,4.0,3502706157,0.0,"74,589","1,258,998",1333587,24.77350313558442,,57411079000.0
2014-08-23,612.0,56931314000.0,11.0,1181705250,0.0,"86,228","1,364,516",1450744,24.765111360619677,,56931314000.0
2014-08-30,613.0,57986249000.0,9.0,1549831209,0.0,"77,945","1,299,580",1377525,24.783471733176555,,57986249000.0
2014-09-06,614.0,62301977000.0,6.0,2540975438,0.0,"80,393","1,360,707",1441100,24.85525899578367,,62301977000.0
2014-09-13,615.0,59072378000.0,9.0,1535062417,0.0,"83,981","1,383,278",1467259,24.802029274777073,,59072378000.0
2014-09-20,616.0,60303360000.0,9.0,1611811250,0.0,"81,118","1,350,809",1431927,24.822653660520206,,60303360000.0
2014-09-27,617.0,58958123000.0,8.0,1629701860,0.0,"93,731","1,481,805",1575536,24.800093249178275,,58958123000.0
2014-10-04,618.0,58550803000.0,5.0,2881326225,0.0,"75,243","1,260,882",1336125,24.79316064166979,,58550803000.0
2014-10-11,619.0,58822925000.0,3.0,4612479375,0.0,"83,710","1,355,209",1438919,24.797797496819545,,58822925000.0
2014-10-18,620.0,58342777000.0,7.0,2028283233,0.0,"78,155","1,266,599",1344754,24.789601400527385,,58342777000.0
2014-10-25,621.0,59407216000.0,6.0,2359723500,0.0,"82,843","1,336,734",1419577,24.807681537418215,,59407216000.0
2014-11-01,622.0,59601329000.0,9.0,1630598292,0.0,"77,626","1,270,437",1348063,24.810943709426823,,59601329000.0
2014-11-08,623.0,58504142000.0,8.0,1813702594,0.0,"73,522","1,245,962",1319484,24.792363392096583,,58504142000.0
2014-11-15,624.0,57832726000.0,5.0,2763729450,0.0,"78,840","1,309,900",1388740,24.780820646169154,,57832726000.0
2014-11-22,625.0,58614979000.0,5.0,2765184675,0.0,"82,014","1,354,445",1436459,24.79425611520007,,58614979000.0
2014-11-29,626.0,58986187000.0,8.0,1717871110,0.0,"86,261","1,371,217",1457478,24.800569134798014,,58986187000.0
2014-12-06,627.0,55981334000.0,10.0,1352230650,0.0,"74,824","1,243,945",1318769,24.748284150689056,,55981334000.0
2014-12-13,628.0,57253109000.0,9.0,1499942875,0.0,"80,147","1,323,978",1404125,24.770747783583115,,57253109000.0
2014-12-20,629.0,57618701000.0,5.0,2919433575,0.0,"68,554","1,183,752",1252306,24.7771130220932,,57618701000.0
2014-12-27,630.0,61335894000.0,3.0,4836305500,0.0,"84,380","1,420,745",1505125,24.83963105501578,,61335894000.0
2015-01-03,631.0,65300621000.0,4.0,3919853532,0.0,"85,710","1,491,785",1577495,24.902267383137634,,65300621000.0
2015-01-10,632.0,63066603000.0,11.0,1432587716,0.0,"78,418","1,320,223",1398641,24.867457195381828,,63066603000.0
2015-01-17,633.0,62015797000.0,12.0,1217257094,0.0,"87,613","1,430,227",1517840,24.85065497986054,,62015797000.0
2015-01-24,634.0,63149567000.0,13.0,1077935106,0.0,"101,514","1,562,975",1664489,24.868771829028983,,63149567000.0
2015-01-31,635.0,62429621000.0,8.0,1855587235,0.0,"85,675","1,427,626",1513301,24.857305695202342,,62429621000.0
2015-02-07,636.0,62786394000.0,8.0,1832362219,0.0,"90,830","1,461,300",1552130,24.863004230896298,,62786394000.0
2015-02-14,637.0,63504865000.0,4.0,3899241094,0.0,"82,147","1,369,826",1451973,24.87438235408357,,63504865000.0
2015-02-21,638.0,64319586000.0,7.0,2229403179,0.0,"84,781","1,422,596",1507377,24.887130025229244,,64319586000.0
2015-02-28,639.0,66202599000.0,4.0,4061185219,0.0,"84,861","1,439,719",1524580,24.915985558937457,,66202599000.0
2015-03-07,640.0,64080502000.0,9.0,1728768834,0.0,"85,410","1,404,905",1490315,24.883405973633383,,64080502000.0
2015-03-14,641.0,63773134000.0,8.0,1990074563,0.0,"79,145","1,340,371",1419516,24.878597841432157,,63773134000.0
2015-03-21,642.0,63544224000.0,12.0,1251460438,0.0,"88,406","1,465,689",1554095,24.875001941387485,,63544224000.0
2015-03-28,643.0,63110068000.0,6.0,2535763625,0.0,"84,656","1,407,225",1491881,24.868146150025737,,63110068000.0
2015-04-04,644.0,61846599000.0,8.0,1831451204,0.0,"87,582","1,401,744",1489326,24.84792294639913,,61846599000.0
2015-04-11,645.0,62661756000.0,4.0,3696297750,0.0,"87,873","1,444,728",1532601,24.861017146335683,,62661756000.0
2015-04-18,646.0,62308090000.0,7.0,2215498393,0.0,"77,400","1,321,212",1398612,24.855357109847038,,62308090000.0
2015-04-25,647.0,62314338000.0,7.0,2189725608,0.0,"79,202","1,351,926",1431128,24.855457380722925,,62314338000.0
2015-05-02,648.0,60874405000.0,7.0,2120987947,0.0,"80,986","1,318,403",1399389,24.83207864417409,,60874405000.0
2015-05-09,649.0,60473178000.0,5.0,2948042100,0.0,"80,347","1,313,125",1393472,24.825465764836512,,60473178000.0
2015-05-16,650.0,60991082000.0,5.0,2849298900,0.0,"87,030","1,429,743",1516773,24.83399349371063,,60991082000.0
2015-05-23,651.0,61494891000.0,8.0,1855306454,0.0,"82,567","1,365,832",1448399,24.842219935137386,,61494891000.0
2015-05-30,652.0,60426977000.0,5.0,3003483525,0.0,"75,739","1,280,663",1356402,24.824701481246485,,60426977000.0
2015-06-06,653.0,59716037000.0,14.0,980958670,0.0,"88,995","1,419,408",1508403,24.812866447737,,59716037000.0
2015-06-13,654.0,60697813000.0,8.0,1879301391,0.0,"77,788","1,282,725",1360513,24.829173504708745,,60697813000.0
2015-06-20,655.0,60434801000.0,9.0,1661439625,0.0,"77,437","1,281,655",1359092,24.824830951458498,,60434801000.0
2015-06-27,656.0,61328118000.0,2.0,7330002750,0.0,"83,772","1,385,757",1469529,24.839504269663113,,61328118000.0
2015-07-04,657.0,61769837000.0,9.0,1694762792,0.0,"78,396","1,325,593",1403989,24.846681007829304,,61769837000.0
2015-07-11,658.0,61131243000.0,9.0,1634031375,0.0,"82,738","1,364,069",1446807,24.836288914495352,,61131243000.0
2015-07-18,659.0,61677747000.0,11.0,1336604216,0.0,"85,028","1,396,789",1481817,24.845189038296997,,61677747000.0
2015-07-25,660.0,60813322000.0,10.0,1421272575,0.0,"88,247","1,408,802",1497049,24.831074713759143,,60813322000.0
2015-08-01,661.0,59597375000.0,8.0,1713025547,0.0,"87,840","1,426,883",1514723,24.810877366423604,,59597375000.0
2015-08-08,662.0,59164542000.0,8.0,1689733688,0.0,"88,493","1,426,759",1515252,24.80358824668984,,59164542000.0
2015-08-15,663.0,61100704000.0,7.0,2080244143,0.0,"84,092","1,386,028",1470120,24.83578922515251,,61100704000.0
2015-08-22,664.0,61921689000.0,10.0,1536801338,0.0,"77,395","1,320,082",1397477,24.849136342987652,,61921689000.0
2015-08-29,665.0,61885874000.0,4.0,3643230375,0.0,"87,227","1,430,205",1517432,24.848557783808694,,61885874000.0
2015-09-05,666.0,62652917000.0,6.0,2396901063,0.0,"93,631","1,493,940",1587571,24.86087607745998,,62652917000.0
2015-09-12,667.0,63421632000.0,7.0,2228764393,0.0,"81,344","1,368,363",1449707,24.87307083893271,,63421632000.0
2015-09-19,668.0,63346405000.0,5.0,2991158625,0.0,"89,414","1,452,289",1541703,24.871883993879166,,63346405000.0
2015-09-26,669.0,67952211000.0,6.0,2708173188,0.0,"93,078","1,531,364",1624442,24.94207051564554,,67952211000.0
2015-10-03,670.0,62242687000.0,12.0,1191725219,0.0,"92,680","1,483,948",1576628,24.85430688747851,,62242687000.0
2015-10-10,671.0,63940807000.0,4.0,3722322844,0.0,"90,364","1,519,963",1610327,24.88122360170584,,63940807000.0
2015-10-17,672.0,63542330000.0,9.0,1754745000,0.0,"80,167","1,341,175",1421342,24.87497213492975,,63542330000.0
2015-10-24,673.0,63163578000.0,10.0,1491453300,0.0,"88,838","1,450,769",1539607,24.868993674507657,,63163578000.0
2015-10-31,674.0,61386974000.0,8.0,1770565500,0.0,"89,646","1,465,031",1554677,24.840463499755415,,61386974000.0
2015-11-07,675.0,60458623000.0,4.0,3514549032,0.0,"88,118","1,415,830",1503948,24.825225050649674,,60458623000.0
2015-11-14,676.0,62147642000.0,8.0,1879726500,0.0,"83,276","1,371,921",1455197,24.85277871371676,,62147642000.0
2015-11-21,677.0,62267624000.0,8.0,1921114407,0.0,"79,827","1,330,115",1409942,24.854707448687186,,62267624000.0
2015-11-28,678.0,60887293000.0,6.0,2288490188,0.0,"93,305","1,494,095",1587400,24.832290336360707,,60887293000.0
2015-12-05,679.0,62220918000.0,5.0,2863005600,0.0,"91,171","1,493,041",1584212,24.853957082405422,,62220918000.0
2015-12-12,680.0,64245201000.0,14.0,1110570563,0.0,"86,441","1,413,980",1500421,24.885972865325105,,64245201000.0
2015-12-19,681.0,63268253000.0,6.0,2696328938,0.0,"73,062","1,282,079",1355141,24.870649507901643,,63268253000.0
2015-12-26,682.0,66757858000.0,4.0,4063713563,0.0,"87,618","1,464,978",1552596,24.924337850144422,,66757858000.0
2016-01-02,683.0,71940091000.0,16.0,1010930883,0.0,"117,974","1,700,964",1818938,24.9990995401561,,71940091000.0
2016-01-09,684.0,66623887000.0,9.0,1688815709,0.0,"98,607","1,623,161",1721768,24.922329013851982,,66623887000.0
2016-01-16,685.0,69126675000.0,11.0,1494367671,0.0,"95,302","1,576,169",1671471,24.95920652796007,,69126675000.0
2016-01-23,686.0,65274010000.0,8.0,1937531719,0.0,"91,027","1,483,730",1574757,24.901859784813755,,65274010000.0
2016-01-30,687.0,68044669000.0,6.0,2720029313,0.0,"91,404","1,538,380",1629784,24.94343022351891,,68044669000.0
2016-02-06,688.0,73095612000.0,9.0,1967536750,0.0,"97,676","1,610,713",1708389,25.01503417454065,,73095612000.0
2016-02-13,689.0,67460147000.0,7.0,2321775911,0.0,"90,296","1,509,073",1599369,24.93480284564662,,67460147000.0
2016-02-20,690.0,69142025000.0,15.0,1126507625,0.0,"87,970","1,528,472",1616442,24.95942855941134,,69142025000.0
2016-02-27,691.0,68590328000.0,6.0,2839296750,0.0,"86,063","1,455,528",1541591,24.951417370484407,,68590328000.0
2016-03-05,692.0,66390499000.0,7.0,2301273697,0.0,"87,763","1,465,709",1553472,24.91881979584143,,66390499000.0
2016-03-12,693.0,67352935000.0,10.0,1642763813,0.0,"87,017","1,484,420",1571437,24.933212317175474,,67352935000.0
2016-03-19,694.0,67533257000.0,10.0,1555036388,0.0,"102,474","1,581,822",1684296,24.935886009786223,,67533257000.0
2016-03-26,695.0,67672085000.0,11.0,1450214830,0.0,"95,436","1,558,885",1654321,24.937939598005972,,67672085000.0
2016-04-02,696.0,67542971000.0,10.0,1632054413,0.0,"90,020","1,501,952",1591972,24.936029839683766,,67542971000.0
2016-04-09,697.0,66966141000.0,10.0,1531443038,0.0,"99,698","1,615,786",1715484,24.927452970391926,,66966141000.0
2016-04-16,698.0,66283268000.0,8.0,1921084125,0.0,"97,965","1,550,364",1648329,24.917203334263927,,66283268000.0
2016-04-23,699.0,66743146000.0,8.0,1995411375,0.0,"90,504","1,512,397",1602901,24.92411744730671,,66743146000.0
2016-04-30,700.0,66846276000.0,8.0,2082099188,0.0,"82,874","1,414,076",1496950,24.925661432136398,,66846276000.0
2016-05-07,701.0,64454138000.0,10.0,1583183175,0.0,"81,917","1,404,422",1486339,24.889219769080498,,64454138000.0
2016-05-14,702.0,66219854000.0,11.0,1465091387,0.0,"88,043","1,443,954",1531997,24.91624616429111,,66219854000.0
2016-05-21,703.0,65728988000.0,5.0,3235784100,0.0,"84,194","1,416,580",1500774,24.9088058827851,,65728988000.0
2016-05-28,704.0,65930117000.0,4.0,3865190344,0.0,"95,021","1,519,932",1614953,24.91186118467948,,65930117000.0
2016-06-04,705.0,65859843000.0,4.0,3987206532,0.0,"87,931","1,453,654",1541585,24.910794730047268,,65859843000.0
2016-06-11,706.0,65723488000.0,4.0,3831746063,0.0,"95,376","1,531,393",1626769,24.90872220235289,,65723488000.0
2016-06-18,707.0,66813924000.0,12.0,1322167313,0.0,"94,281","1,507,647",1601928,24.925177338881536,,66813924000.0
2016-06-25,708.0,66806307000.0,4.0,4099552219,0.0,"86,091","1,446,865",1532956,24.92506332919975,,66806307000.0
2016-07-02,709.0,65592504000.0,14.0,1165271625,0.0,"82,305","1,385,853",1468158,24.906727258074653,,65592504000.0
2016-07-09,710.0,65083972000.0,5.0,2895441150,0.0,"102,058","1,627,229",1729287,24.898944150010127,,65083972000.0
2016-07-16,711.0,66152746000.0,7.0,2277413358,0.0,"89,898","1,465,123",1555021,24.915232238361586,,66152746000.0
2016-07-23,712.0,66136318000.0,4.0,4034485125,0.0,"86,066","1,449,521",1535587,24.914983873159088,,66136318000.0
2016-07-30,713.0,64646552000.0,9.0,1714720917,0.0,"87,920","1,470,125",1558045,24.89220060740867,,64646552000.0
2016-08-06,714.0,64099989000.0,7.0,2085131733,0.0,"96,576","1,551,993",1648569,24.883710029266158,,64099989000.0
2016-08-13,715.0,65794607000.0,6.0,2605510438,0.0,"90,747","1,503,174",1593921,24.909803711432417,,65794607000.0
2016-08-20,716.0,67040169000.0,12.0,1358752157,0.0,"88,628","1,469,730",1558358,24.928557814000115,,67040169000.0
2016-08-27,717.0,68597839000.0,6.0,2702433688,0.0,"96,836","1,567,530",1664366,24.951526869724344,,68597839000.0
2016-09-03,718.0,69400763000.0,17.0,926166464,0.0,"114,614","1,595,315",1709929,24.963163698635046,,69400763000.0
2016-09-10,719.0,71378392000.0,9.0,1879581334,0.0,"99,906","1,627,784",1727690,24.991261027436106,,71378392000.0
2016-09-17,720.0,69939090000.0,14.0,1233770358,0.0,"88,260","1,505,233",1593493,24.97089055734458,,69939090000.0
2016-09-24,721.0,71627567000.0,8.0,2273767360,0.0,"84,770","1,464,353",1549123,24.99474585078063,,71627567000.0
2016-10-01,722.0,69446489000.0,4.0,4365422719,0.0,"84,912","1,439,078",1523990,24.963822350513198,,69446489000.0
2016-10-08,723.0,67750231000.0,8.0,2114365360,0.0,"85,141","1,412,967",1498108,24.939093706294504,,67750231000.0
2016-10-15,724.0,69987274000.0,12.0,1427789813,0.0,"90,083","1,528,970",1619053,24.971579262468147,,69987274000.0
2016-10-22,725.0,70208676000.0,11.0,1579217250,0.0,"88,359","1,504,907",1593266,24.974737730085184,,70208676000.0
2016-10-29,726.0,68799295000.0,14.0,1166872634,0.0,"96,718","1,556,425",1653143,24.954459334740186,,68799295000.0
2016-11-05,727.0,67559139000.0,14.0,1115107742,0.0,"99,271","1,600,135",1699406,24.936269184577448,,67559139000.0
2016-11-12,728.0,68306112000.0,5.0,3243464400,0.0,"94,693","1,559,062",1653755,24.94726508707429,,68306112000.0
2016-11-19,729.0,68784161000.0,4.0,4198250719,0.0,"89,560","1,504,682",1594242,24.954239337358217,,68784161000.0
2016-11-26,730.0,66934105000.0,8.0,2017382110,0.0,"88,791","1,501,752",1590543,24.92697446491388,,66934105000.0
2016-12-03,731.0,69239673000.0,7.0,2340471054,0.0,"96,083","1,594,258",1690341,24.960839844539628,,69239673000.0
2016-12-10,732.0,68645948000.0,7.0,2203270608,0.0,"104,583","1,705,993",1810576,24.952227943383445,,68645948000.0
2016-12-17,733.0,69321488000.0,4.0,4016725125,0.0,"101,369","1,633,952",1735321,24.962020767229905,,69321488000.0
2016-12-24,734.0,71457582000.0,9.0,1949395500,0.0,"92,514","1,542,069",1634583,24.992369851857514,,71457582000.0
2016-12-31,735.0,77488209000.0,10.0,1847231588,0.0,"107,013","1,752,740",1859753,25.07339161979547,,77488209000.0
2017-01-07,736.0,73510203000.0,5.0,3397362225,0.0,"107,357","1,747,634",1854991,25.020690049857638,,73510203000.0
2017-01-14,737.0,70775944000.0,4.0,4283061000,0.0,"94,183","1,567,166",1661349,24.982785005898517,,70775944000.0
2017-01-21,738.0,71768122000.0,11.0,1634191091,0.0,"88,050","1,502,685",1590735,24.99670623112392,,71768122000.0
2017-01-28,739.0,77999661000.0,4.0,4744122282,0.0,"101,983","1,719,739",1821722,25.07997031747271,,77999661000.0
2017-02-04,740.0,75186520000.0,18.0,936929792,0.0,"115,722","1,864,169",1979891,25.0432377965149,,75186520000.0
2017-02-11,741.0,74392585000.0,6.0,3043595938,0.0,"95,007","1,619,435",1714442,25.03262210984018,,74392585000.0
2017-02-18,742.0,73857792000.0,16.0,1111814813,0.0,"98,348","1,658,556",1756904,25.025407351529182,,73857792000.0
2017-02-25,743.0,73436852000.0,7.0,2608641000,0.0,"91,886","1,555,362",1647248,25.019691717416173,,73436852000.0
2017-03-04,744.0,73507293000.0,15.0,1155411575,0.0,"109,229","1,636,793",1746022,25.020650462732576,,73507293000.0
2017-03-11,745.0,73575119000.0,20.0,746822982,0.0,"141,918","1,955,276",2097194,25.021572748461853,,73575119000.0
2017-03-18,746.0,74239579000.0,9.0,2038623709,0.0,"94,197","1,589,291",1683488,25.030563254610865,,74239579000.0
2017-03-25,747.0,73337880000.0,9.0,1903214584,0.0,"105,307","1,713,003",1818310,25.018343092708744,,73337880000.0
2017-04-01,748.0,72750277000.0,9.0,1928246542,0.0,"99,448","1,652,756",1752204,25.010298550550903,,72750277000.0
2017-04-08,749.0,72252889000.0,13.0,1350104395,0.0,"95,573","1,589,197",1684770,25.0034381492987,,72252889000.0
2017-04-15,750.0,72248100000.0,7.0,2522104286,0.0,"93,135","1,585,532",1678667,25.00337186601531,,72248100000.0
2017-04-22,751.0,71534233000.0,8.0,2097968110,0.0,"102,632","1,651,438",1754070,24.993441955283043,,71534233000.0
2017-04-29,752.0,71600822000.0,9.0,1870358834,0.0,"102,477","1,646,451",1748928,24.99437239129404,,71600822000.0
2017-05-06,753.0,68915001000.0,6.0,2711105063,0.0,"97,566","1,578,072",1675638,24.95613971260344,,68915001000.0
2017-05-13,754.0,70765850000.0,5.0,3427542000,0.0,"93,279","1,573,739",1667018,24.982642376647725,,70765850000.0
2017-05-20,755.0,71300635000.0,8.0,2214427266,0.0,"89,745","1,508,502",1598247,24.99017107035786,,71300635000.0
2017-05-27,756.0,70992946000.0,5.0,3414434700,0.0,"94,800","1,598,715",1693515,24.9858463569393,,70992946000.0
2017-06-03,757.0,71053002000.0,21.0,739839858,0.0,"117,353","1,788,667",1906020,24.98669194253219,,71053002000.0
2017-06-10,758.0,71764259000.0,8.0,2078969954,0.0,"106,121","1,680,080",1786201,24.99665240354893,,71764259000.0
2017-06-17,759.0,72632208000.0,6.0,3032670500,0.0,"88,543","1,525,518",1614061,25.00867429676328,,72632208000.0
2017-06-24,760.0,72200797000.0,8.0,2253299391,0.0,"89,221","1,520,831",1610052,25.00271692156543,,72200797000.0
2017-07-01,761.0,71415903000.0,7.0,2392730518,0.0,"101,503","1,660,130",1761633,24.9917864125835,,71415903000.0
2017-07-08,762.0,70558895000.0,10.0,1631432063,0.0,"103,406","1,671,344",1774750,24.97971358809148,,70558895000.0
2017-07-15,763.0,70652100000.0,8.0,2138130000,0.0,"94,176","1,562,106",1656282,24.981033669626704,,70652100000.0
2017-07-22,764.0,70318932000.0,7.0,2459975465,0.0,"90,896","1,530,979",1621875,24.976306902494688,,70318932000.0
2017-07-29,765.0,70972360000.0,15.0,1109214250,0.0,"101,653","1,643,849",1745502,24.985556342417805,,70972360000.0
2017-08-05,766.0,69500769000.0,8.0,2173637297,0.0,"85,422","1,458,764",1544186,24.964603654204144,,69500769000.0
2017-08-12,767.0,71285599000.0,15.0,1163768725,0.0,"92,437","1,549,115",1641552,24.98996016640684,,71285599000.0
2017-08-19,768.0,72306975000.0,13.0,1363572260,0.0,"93,126","1,572,387",1665513,25.004186434486954,,72306975000.0
2017-08-26,769.0,72873431000.0,9.0,1930760042,0.0,"99,272","1,660,799",1760071,25.01198995136814,,72873431000.0
2017-09-02,770.0,74166379000.0,8.0,2163099329,0.0,"108,450","1,717,526",1825976,25.02957677122539,,74166379000.0
2017-09-09,771.0,73545939000.0,4.0,4362644907,0.0,"102,013","1,680,976",1782989,25.02117606832946,,73545939000.0
2017-09-16,772.0,74375369000.0,10.0,1769608838,0.0,"103,023","1,688,350",1791373,25.032390662144437,,74375369000.0
2017-09-23,773.0,74560597000.0,11.0,1609403080,0.0,"104,474","1,690,404",1794878,25.03487801426594,,74560597000.0
2017-09-30,774.0,77347021000.0,11.0,1709721512,0.0,"101,524","1,704,279",1805803,25.07156789997238,,77347021000.0
2017-10-07,775.0,70795452000.0,5.0,3470437650,0.0,"91,297","1,539,325",1630622,24.983060598294646,,70795452000.0
2017-10-14,776.0,74826082000.0,7.0,2557579393,0.0,"102,081","1,687,650",1789731,25.03843235098824,,74826082000.0
2017-10-21,777.0,75534360000.0,21.0,833468036,0.0,"111,938","1,766,635",1878573,25.047853489012844,,75534360000.0
2017-10-28,778.0,75075606000.0,3.0,6264069500,0.0,"92,126","1,575,045",1667171,25.041761522711298,,75075606000.0
2017-11-04,779.0,73773676000.0,11.0,1527709296,0.0,"114,464","1,751,447",1865911,25.024267811155546,,73773676000.0
2017-11-11,780.0,74232084000.0,11.0,1667520137,0.0,"92,630","1,605,516",1698146,25.030462292584104,,74232084000.0
2017-11-18,781.0,72483157000.0,9.0,1882891542,0.0,"102,959","1,699,786",1802745,25.00662005457583,,72483157000.0
2017-11-25,782.0,72253973000.0,9.0,1946487625,0.0,"96,821","1,585,617",1682438,25.003453152046458,,72253973000.0
2017-12-02,783.0,73525256000.0,4.0,4603964625,0.0,"90,899","1,532,640",1623539,25.020894803189318,,73525256000.0
2017-12-09,784.0,74311382000.0,9.0,1908678000,0.0,"115,089","1,699,421",1814510,25.031529966708966,,74311382000.0
2017-12-16,785.0,72974563000.0,6.0,2886622688,0.0,"100,062","1,678,240",1778302,25.013376765316483,,72974563000.0
2017-12-23,786.0,75930156000.0,4.0,4551365250,0.0,"103,000","1,708,226",1811226,25.053079754693346,,75930156000.0
2017-12-30,787.0,79593923000.0,6.0,3092108313,0.0,"114,842","1,863,599",1978441,25.100203582661276,,79593923000.0
2018-01-06,788.0,78121882000.0,13.0,1401475154,0.0,"112,504","1,828,701",1941205,25.081536033806536,,78121882000.0
2018-01-13,789.0,76136603000.0,15.0,1140976825,0.0,"118,089","1,868,863",1986952,25.055794971722918,,76136603000.0
2018-01-20,790.0,78978881000.0,16.0,1160516274,0.0,"113,336","1,812,992",1926328,25.09244632456071,,78978881000.0
2018-01-27,791.0,74205844000.0,14.0,1253081893,0.0,"102,931","1,713,102",1816033,25.03010874412615,,74205844000.0
2018-02-03,792.0,76339003000.0,7.0,2655736768,0.0,"99,185","1,684,675",1783860,25.05844982418345,,76339003000.0
2018-02-10,793.0,76177477000.0,5.0,3750146775,0.0,"98,216","1,635,392",1733608,25.056331678519573,,76177477000.0
2018-02-17,794.0,79941579000.0,7.0,2650940304,0.0,"116,809","1,877,646",1994455,25.10456194234875,,79941579000.0
2018-02-24,795.0,79661342000.0,11.0,1714977000,0.0,"111,043","1,825,105",1936148,25.10105026115605,,79661342000.0
2018-03-03,796.0,77685943000.0,7.0,2763490340,0.0,"96,701","1,643,069",1739770,25.075940164182228,,77685943000.0
2018-03-10,797.0,77339940000.0,8.0,2397028125,0.0,"97,900","1,641,334",1739234,25.071476347330073,,77339940000.0
2018-03-17,798.0,77038759000.0,7.0,2710791911,0.0,"98,988","1,653,851",1752839,25.06757449579148,,77038759000.0
2018-03-24,799.0,76708986000.0,10.0,1826427225,0.0,"107,519","1,725,236",1832755,25.063284696214684,,76708986000.0
2018-03-31,800.0,76994062000.0,11.0,1632246205,0.0,"110,956","1,801,924",1912880,25.06699413894332,,76994062000.0
2018-04-07,801.0,74034792000.0,8.0,2256786657,0.0,"97,006","1,618,941",1715947,25.027800981821144,,74034792000.0
2018-04-14,802.0,75146781000.0,16.0,1082947993,0.0,"107,980","1,814,300",1922280,25.042709117896642,,75146781000.0
2018-04-21,803.0,75670793000.0,5.0,3663810225,0.0,"102,413","1,657,869",1760282,25.04965809731248,,75670793000.0
2018-04-28,804.0,74557028000.0,11.0,1631996523,0.0,"100,907","1,659,443",1760350,25.034830146014276,,74557028000.0
2018-05-05,805.0,73065981000.0,4.0,4266061969,0.0,"105,602","1,700,112",1805714,25.014628719184042,,73065981000.0
2018-05-12,806.0,74030583000.0,7.0,2640760875,0.0,"91,180","1,561,838",1653018,25.027744128556144,,74030583000.0
2018-05-19,807.0,73831580000.0,7.0,2437662322,0.0,"108,300","1,749,855",1858155,25.025052390303195,,73831580000.0
2018-05-26,808.0,74911438000.0,6.0,3087620500,0.0,"95,319","1,597,761",1693080,25.03957242609093,,74911438000.0
2018-06-02,809.0,74214104000.0,6.0,2921372750,0.0,"104,350","1,703,714",1808064,25.0302200499192,,74214104000.0
2018-06-09,810.0,74388355000.0,8.0,2231598047,0.0,"100,608","1,672,013",1772621,25.032565247717905,,74388355000.0
2018-06-16,811.0,74570813000.0,7.0,2524148197,0.0,"104,155","1,703,788",1807943,25.035015020950393,,74570813000.0
2018-06-23,812.0,74147816000.0,6.0,2947954750,0.0,"100,498","1,693,074",1793572,25.029326451286735,,74147816000.0
2018-06-30,813.0,73394947000.0,4.0,4591763157,0.0,"89,323","1,548,384",1637707,25.01912092823531,,73394947000.0
2018-07-07,814.0,74316543000.0,6.0,3067192063,0.0,"93,837","1,585,777",1679614,25.031599415300168,,74316543000.0
2018-07-14,815.0,73416400000.0,7.0,2579855358,0.0,"92,977","1,596,140",1689117,25.0194131808519,,73416400000.0
2018-07-21,816.0,72397826000.0,8.0,2128107938,0.0,"102,402","1,675,799",1778201,25.005442108262933,,72397826000.0
2018-07-28,817.0,72552766000.0,9.0,1868477334,0.0,"105,276","1,718,171",1823447,25.00757994098059,,72552766000.0
2018-08-04,818.0,71793353000.0,13.0,1380804318,0.0,"90,205","1,490,497",1580702,24.99705773211344,,71793353000.0
2018-08-11,819.0,74578907000.0,7.0,2594534840,0.0,"97,667","1,638,089",1735756,25.0351235561861,,74578907000.0
2018-08-18,820.0,75744571000.0,4.0,4627313532,0.0,"99,433","1,644,326",1743759,25.050632608800477,,75744571000.0
2018-08-25,821.0,76118239000.0,14.0,1316155956,0.0,"101,082","1,687,355",1788437,25.05555374458232,,76118239000.0
2018-09-01,822.0,75681739000.0,3.0,5930898625,0.0,"108,789","1,735,565",1844354,25.049802739755847,,75681739000.0
